# Generated Energy for each nuclear reaction type given in erg/g/s
#               time[s]              Engen(Total)                     S_src               Engen(weak)                Engen(n,g)                Engen(p,g)                Engen(a,g)                Engen(n,p)                Engen(n,a)                Engen(p,a)               Engen(fiss)
  7.31657912419941E-007     1.76116813607821E+014     1.75155060366483E+014     1.73705788434593E+003     1.41131016097667E+013     1.10325004614309E+014     3.92379353685441E+003     1.99404100649567E+006     2.93977521450623E-004     5.71164493041627E-004     0.00000000000000E+000
  8.17452091453179E-007     1.76442822614847E+014     1.77090937439004E+014     1.78048370985459E+003     1.44659239693588E+013     1.10325046161929E+014     3.92450226033256E+003     2.28355767887491E+006     3.36660399171519E-004     6.38141631827783E-004     0.00000000000000E+000
  9.03246270486418E-007     1.76733282861033E+014     1.74876578860193E+014     1.81335978865209E+003     1.47330326267569E+013     1.10325087764161E+014     3.92521098256724E+003     2.56981453330994E+006     3.78862690208584E-004     7.05119277167858E-004     0.00000000000000E+000
  9.89040449519656E-007     1.76976693955508E+014     1.76988193825226E+014     1.83825375097267E+003     1.49352888499393E+013     1.10325129407651E+014     3.92591970308394E+003     2.85253570030408E+006     4.20543723623937E-004     7.72097429091326E-004     0.00000000000000E+000
  1.07483462855289E-006     1.77157837493125E+014     1.77799685634001E+014     1.85710824944889E+003     1.50884761409913E+013     1.10325171082296E+014     3.92662842152356E+003     3.13177385568194E+006     4.61711265268126E-004     8.39076087620643E-004     0.00000000000000E+000
  1.16062880758613E-006     1.77290879556496E+014     1.77888697456593E+014     1.87138914781219E+003     1.52045042273004E+013     1.10325212780470E+014     3.92733713761502E+003     3.40775943544325E+006     5.02399287827335E-004     9.06055252772751E-004     0.00000000000000E+000
  1.23711578245428E-006     1.77387191330515E+014     1.77575062435351E+014     1.88117958549575E+003     1.52840486111678E+013     1.10325249970184E+014     3.92796896795718E+003     3.65133800551244E+006     5.38309608894485E-004     9.65768748822123E-004     0.00000000000000E+000
  1.31360275732242E-006     1.77451999482331E+014     1.76671632304756E+014     1.88882628285433E+003     1.53461757124387E+013     1.10325287170843E+014     3.92860079615711E+003     3.89284810476692E+006     5.73914980712338E-004     1.02548264755352E-003     0.00000000000000E+000
  1.39008973219056E-006     1.77510915468385E+014     1.77257410010904E+014     1.89479465512756E+003     1.53946668980349E+013     1.10325324380026E+014     3.92923262212867E+003     4.13253302327129E+006     6.09251271038841E-004     1.08519694897192E-003     0.00000000000000E+000
  1.46657670705871E-006     1.77545913256277E+014     1.75997924435236E+014     1.89945105986985E+003     1.54324987192588E+013     1.10325361595827E+014     3.92986444580404E+003     4.37063152787440E+006     6.44353680786377E-004     1.14491165308102E-003     0.00000000000000E+000
  1.55605083180056E-006     1.77587431908617E+014     1.76787549683946E+014     1.90360358963271E+003     1.54662366740026E+013     1.10325405137179E+014     3.93060354736088E+003     4.64741598533248E+006     6.85159488745513E-004     1.21476616076871E-003     0.00000000000000E+000
  1.64552495654241E-006     1.77616945920339E+014     1.77107939346407E+014     1.90670378963794E+003     1.54914247477002E+013     1.10325448683723E+014     3.93134264563795E+003     4.92264939047902E+006     7.25736629864601E-004     1.28462121951339E-003     0.00000000000000E+000
  1.73499908128426E-006     1.77637546696392E+014     1.77004071395563E+014     1.90902520200460E+003     1.55102853925465E+013     1.10325492234036E+014     3.93208174058456E+003     5.19663318215913E+006     7.66129544669614E-004     1.35447682931668E-003     0.00000000000000E+000
  1.86382972926766E-006     1.77660053694599E+014     1.77196164579524E+014     1.91140124446578E+003     1.55295898154491E+013     1.10325554945135E+014     3.93314593150099E+003     5.58945131323874E+006     8.24041985690057E-004     1.45506043501553E-003     0.00000000000000E+000
  1.99266037725106E-006     1.77680025073788E+014     1.77494182761407E+014     1.91298741252293E+003     1.55424767326739E+013     1.10325617659760E+014     3.93421011535983E+003     5.98076038940849E+006     8.81731953295895E-004     1.55564518317504E-003     0.00000000000000E+000
  2.12149102523446E-006     1.77693370614680E+014     1.77928461383467E+014     1.91403887919734E+003     1.55510193527018E+013     1.10325680376583E+014     3.93527429211377E+003     6.37093079065611E+006     9.39254051870628E-004     1.65623107379171E-003     0.00000000000000E+000
  2.25032167321786E-006     1.77702182004214E+014     1.78034268267470E+014     1.91472975268705E+003     1.55566322552992E+013     1.10325743094699E+014     3.93633846173052E+003     6.76025299681475E+006     9.96651106279356E-004     1.75681810686075E-003     0.00000000000000E+000
  2.40908965827111E-006     1.77706854326348E+014     1.77955759554390E+014     1.91525585833778E+003     1.55609064081082E+013     1.10325820387980E+014     3.93764991051664E+003     7.23919931285204E+006     1.06726128282388E-003     1.88078086938251E-003     0.00000000000000E+000
  2.56785764332436E-006     1.77704813937925E+014     1.77173713218343E+014     1.91556831019998E+003     1.55634446844383E+013     1.10325897681487E+014     3.93896134840124E+003     7.71754675859322E+006     1.13778317451426E-003     2.00474536698801E-003     0.00000000000000E+000
  2.72662562837762E-006     1.77710974399600E+014     1.77493986160126E+014     1.91576129501453E+003     1.55650123248662E+013     1.10325974974731E+014     3.94027277536689E+003     8.19553859761025E+006     1.20825264522372E-003     2.12871159966430E-003     0.00000000000000E+000
  2.98742665364448E-006     1.77719039897098E+014     1.78198459277974E+014     1.91595065064058E+003     1.55665502821992E+013     1.10326101939607E+014     3.94242697371194E+003     8.98032421952362E+006     1.32395217926933E-003     2.33234911811881E-003     0.00000000000000E+000
  3.24822767891134E-006     1.77724367065953E+014     1.78611489203010E+014     1.91605648226744E+003     1.55674096307168E+013     1.10326228902529E+014     3.94458114255045E+003     9.76483861221955E+006     1.43961174116219E-003     2.53599131824121E-003     0.00000000000000E+000
  3.50902870417821E-006     1.77724374399082E+014     1.78292958402213E+014     1.91611218134816E+003     1.55678616665115E+013     1.10326355863323E+014     3.94673528187660E+003     1.05491630825234E+007     1.55524331780655E-003     2.73963819996689E-003     0.00000000000000E+000
  3.76982972944507E-006     1.77721895949072E+014     1.77683019590677E+014     1.91614094753778E+003     1.55680948802059E+013     1.10326482821869E+014     3.94888939168647E+003     1.13333733089407E+007     1.67085806633728E-003     2.94328976323100E-003     0.00000000000000E+000
  4.30968633009505E-006     1.77725418143275E+014     1.77777919867536E+014     1.91617790049259E+003     1.55683940703873E+013     1.10326745617846E+014     3.95334829262861E+003     1.29566042639184E+007     1.91016822686323E-003     3.36486218597934E-003     0.00000000000000E+000
  4.84954293074504E-006     1.77729261213999E+014     1.77834073980638E+014     1.91621920031502E+003     1.55687285776656E+013     1.10327008403567E+014     3.95780706708021E+003     1.45799286357546E+007     2.14949222242167E-003     3.78645466768087E-003     0.00000000000000E+000
  5.38939953139502E-006     1.77731614834365E+014     1.77615178428829E+014     1.91626646713313E+003     1.55691115651223E+013     1.10327271179023E+014     3.96226571504465E+003     1.62033711691014E+007     2.38883370107798E-003     4.20806720775530E-003     0.00000000000000E+000
  8.56372465689296E-006     1.77744932478606E+014     1.77748264820766E+014     1.91652698947735E+003     1.55712221087706E+013     1.10328816076399E+014     3.98847974524499E+003     2.57504580742364E+007     3.79634638523423E-003     6.68752987125900E-003     0.00000000000000E+000
  1.17380497823909E-005     1.77765548830877E+014     1.77713189710671E+014     1.91678171082355E+003     1.55732855219743E+013     1.10330360620070E+014     4.01468940333964E+003     3.52999550972073E+007     5.20421655971788E-003     9.16768587117676E-003     0.00000000000000E+000
  1.82128785750952E-005     1.77818908120098E+014     1.77752779857164E+014     1.91730193657354E+003     1.55774997194650E+013     1.10333509270794E+014     4.06812790537324E+003     5.47860348096638E+007     8.07703570180624E-003     1.42301737649145E-002     0.00000000000000E+000
  2.46877073677996E-005     1.77847461153314E+014     1.77774185420167E+014     1.91782231954730E+003     1.55817151971820E+013     1.10336656941068E+014     4.12155428913119E+003     7.42824629671251E+007     1.09513865320007E-002     1.92945833899215E-002     0.00000000000000E+000
  3.11625361605039E-005     1.77885484092448E+014     1.77803758228490E+014     1.91834254136553E+003     1.55859293693260E+013     1.10339803304386E+014     4.17496451896572E+003     9.37891634067007E+007     1.38272598356462E-002     2.43615547313055E-002     0.00000000000000E+000
  4.23545484076516E-005     1.77978238577361E+014     1.77871690115833E+014     1.91924099508519E+003     1.55932074902338E+013     1.10345236405845E+014     4.26721811795521E+003     1.27531006173370E+008     1.88018544786752E-002     3.31308441855376E-002     0.00000000000000E+000
  5.35465606547994E-005     1.78027403142130E+014     1.77905720097798E+014     1.92013901726325E+003     1.56004821134251E+013     1.10350666582193E+014     4.35943556214576E+003     1.61303684496876E+008     2.37810132677465E-002     4.19058671097547E-002     0.00000000000000E+000
  6.47385729019471E-005     1.78093078167225E+014     1.77977095610009E+014     1.92103647908650E+003     1.56077521951383E+013     1.10356092859989E+014     4.45160481941360E+003     1.95106966600004E+008     2.87647080717706E-002     5.06885316069404E-002     0.00000000000000E+000
  8.10964223336900E-005     1.78181190168910E+014     1.78049186881088E+014     1.92234708559879E+003     1.56183690397810E+013     1.10364016054710E+014     4.58622145420274E+003     2.44567495848966E+008     3.60568337896849E-002     6.35399802184914E-002     0.00000000000000E+000
  9.74542717654328E-005     1.78287814854158E+014     1.78145187104086E+014     1.92365637326479E+003     1.56289751959066E+013     1.10371929981812E+014     4.72072353740086E+003     2.94093025252379E+008     4.33586000473537E-002     7.64095947331371E-002     0.00000000000000E+000
  1.46450763638109E-004     1.78502136795694E+014     1.78337964760184E+014     1.92757013252724E+003     1.56606793844964E+013     1.10395578679181E+014     5.12290641612246E+003     4.42824096173303E+008     6.52870217539219E-002     1.15067200707161E-001     0.00000000000000E+000
  1.95447255510786E-004     1.78823119961909E+014     1.78644895704191E+014     1.93147200694960E+003     1.56922872532616E+013     1.10419143793099E+014     5.52405612216983E+003     5.92134389559681E+008     8.73013640369587E-002     1.53888651086503E-001     0.00000000000000E+000
  4.26019503170216E-004     1.79731580972488E+014     1.79519334926650E+014     1.94967543186679E+003     1.58397469343147E+013     1.10528924724097E+014     7.39805264468239E+003     1.30246466038196E+009     1.92039704152557E-001     3.38762134516921E-001     0.00000000000000E+000
  6.56591750829647E-004     1.81215680699351E+014     1.80980978656919E+014     1.96762001477958E+003     1.59851088528897E+013     1.10636884331110E+014     9.24953134544026E+003     2.02526894659401E+009     2.98629172125670E-001     5.27206654215831E-001     0.00000000000000E+000
  9.68137996554985E-004     1.82939393958228E+014     1.82684590221435E+014     1.99146020878133E+003     1.61782272278657E+013     1.10779896796731E+014     1.17158468983903E+004     3.02121918124614E+009     4.45517624201457E-001     7.87441078032429E-001     0.00000000000000E+000
  1.27968424228032E-003     1.84887406575171E+014     1.84616835342107E+014     2.01484086600073E+003     1.63676213433672E+013     1.10919671160304E+014     1.41421153416304E+004     4.03872833263267E+009     5.95608012081046E-001     1.05402650868528E+000     0.00000000000000E+000
  1.59123048800566E-003     1.86798501773228E+014     1.86515035926363E+014     2.03777023523594E+003     1.65533580585555E+013     1.11056263547662E+014     1.65290221846895E+004     5.07712130414927E+009     7.48801607118846E-001     1.32685419008750E+000     0.00000000000000E+000
  2.33254896918444E-003     1.89940849445169E+014     1.89634811570717E+014     2.09056202867532E+003     1.69809849194810E+013     1.11368803143143E+014     2.20542005005376E+004     7.62808980827433E+009     1.12523892780202E+000     2.00053111206143E+000     0.00000000000000E+000
  3.07386745036321E-003     1.94210821819947E+014     1.93884849447973E+014     2.14094639184823E+003     1.73891012455464E+013     1.11664330104224E+014     2.73687728208831E+004     1.02850797331182E+010     1.51745864071961E+000     2.70760377026445E+000     0.00000000000000E+000
  3.81518593154199E-003     1.98295521541169E+014     1.97953003924674E+014     2.18902183581660E+003     1.77785055012350E+013     1.11943514471899E+014     3.24809231326971E+004     1.30400441966834E+010     1.92428328063736E+000     3.44676971913055E+000     0.00000000000000E+000
  5.11872391507430E-003     2.03623513084916E+014     2.03259108237865E+014     2.26824341729613E+003     1.84201659621790E+013     1.12396742941807E+014     4.10029762850488E+004     1.80991748102758E+010     2.67172531096189E+000     4.82057155794234E+000     0.00000000000000E+000
  6.42226189860661E-003     2.09975191914322E+014     2.09589960202874E+014     2.34109997918638E+003     1.90102434616982E+013     1.12804722799921E+014     4.89636660968361E+004     2.33998650004169E+010     3.45533967253290E+000     6.28330874623838E+000     0.00000000000000E+000
  7.72579988213892E-003     2.15844439882917E+014     2.15441176718024E+014     2.40803944846991E+003     1.95523685381025E+013     1.13170520424582E+014     5.64004484522490E+004     2.89076987376640E+010     4.27008390315415E+000     7.82898377904225E+000     0.00000000000000E+000
  9.02933786567123E-003     2.21264509293232E+014     2.20845362598785E+014     2.46947759823655E+003     2.00499110919182E+013     1.13496990386012E+014     6.33481932871507E+004     3.45916397466906E+010     5.11140774411059E+000     9.45199879687800E+000     0.00000000000000E+000
  1.12299377750248E-002     2.27866269632809E+014     2.27426953980768E+014     2.56177703622426E+003     2.07973126731349E+013     1.13966221730982E+014     7.40570870045109E+004     4.45100594732327E+010     6.58077086821442E+000     1.23530035269246E+001     0.00000000000000E+000
  1.34305376843783E-002     2.35231496785890E+014     2.34772611943916E+014     2.64117122938424E+003     2.14401335036530E+013     1.14342516400801E+014     8.36061355908176E+004     5.47348321133921E+010     8.09717571117707E+000     1.54366993067928E+001     0.00000000000000E+000
  1.56311375937319E-002     2.41633317979368E+014     2.41157765279507E+014     2.70914759154242E+003     2.19904289342012E+013     1.14636207591687E+014     9.21215894075733E+004     6.51681786593980E+010     9.64623934796305E+000     1.86826131906881E+001     0.00000000000000E+000
  1.78317375030854E-002     2.47180703287492E+014     2.46690802370719E+014     2.76701904468478E+003     2.24588399463287E+013     1.14856460408306E+014     9.97154399240755E+004     7.57286622218570E+010     1.12159613799125E+001     2.20725069241979E+001     0.00000000000000E+000
  2.00323374124390E-002     2.51969961974873E+014     2.51467672583051E+014     2.81594515427421E+003     2.28547644813461E+013     1.15011408554404E+014     1.06487088861041E+005     8.63486909342616E+010     1.27963610711063E+001     2.55901236105302E+001     0.00000000000000E+000
  2.27587597252028E-002     2.56523314818220E+014     2.56008847569251E+014     2.86567909415106E+003     2.32571088945803E+013     1.15123550915255E+014     1.13867765843745E+005     9.95061691879856E+010     1.47569504084855E+001     3.01038286777816E+001     0.00000000000000E+000
  2.54851820379666E-002     2.60721094556798E+014     2.60195777320201E+014     2.90494821846236E+003     2.35746583431589E+013     1.15158540399602E+014     1.20268617615740E+005     1.12584479466298E+011     1.67086425823600E+001     3.47671177648835E+001     0.00000000000000E+000
  2.82116043507304E-002     2.64136209138415E+014     2.63601826382412E+014     2.93521442483707E+003     2.38192605830456E+013     1.15126799754197E+014     1.25817099019427E+005     1.25517145224415E+011     1.86415257539904E+001     3.95588552619600E+001     0.00000000000000E+000
  3.09380266634942E-002     2.66875079701309E+014     2.66333210672034E+014     2.95773482327873E+003     2.40011035336123E+013     1.15037345634599E+014     1.30623504628457E+005     1.38253082202632E+011     2.05479426114393E+001     4.44606587882178E+001     0.00000000000000E+000
  3.36644489762579E-002     2.69029459036614E+014     2.68481431852513E+014     2.97359117636157E+003     2.41289539150961E+013     1.14897983714569E+014     1.34783350503314E+005     1.50753637356493E+011     2.24220594573389E+001     4.94565293868963E+001     0.00000000000000E+000
  3.69272008956081E-002     2.70806730952363E+014     2.70253050406009E+014     2.98510601898022E+003     2.42215097741453E+013     1.14675040287824E+014     1.39027130571422E+005     1.65364480610818E+011     2.46163877657947E+001     5.55393707546128E+001     0.00000000000000E+000
  4.01899528149582E-002     2.72163745838961E+014     2.71605483763319E+014     2.98976511897955E+003     2.42585248191191E+013     1.14400205431792E+014     1.42584752941686E+005     1.79563582120780E+011     2.67530115981313E+001     6.17164585764887E+001     0.00000000000000E+000
  4.34527047343083E-002     2.73002599246164E+014     2.72440931904411E+014     2.98870349307335E+003     2.42491968455383E+013     1.14081830618651E+014     1.45558582423397E+005     1.93329253021773E+011     2.88284939279327E+001     6.79703708207840E+001     0.00000000000000E+000
  4.67154566536584E-002     2.73405557770182E+014     2.72841445083411E+014     2.98287337467821E+003     2.42012422706134E+013     1.13726973733802E+014     1.48035199068151E+005     2.06649448800067E+011     3.08408262921366E+001     7.42862904028245E+001     0.00000000000000E+000
  5.17189993515937E-002     2.73381231011757E+014     2.72814635027860E+014     2.96645787570621E+003     2.40671586807299E+013     1.13125282159230E+014     1.51031405055356E+005     2.26201723034520E+011     3.38022491944346E+001     8.40641690768130E+001     0.00000000000000E+000
  5.67225420495290E-002     2.72750991624667E+014     2.72183508058379E+014     2.94300172057777E+003     2.38760547987530E+013     1.12469123872364E+014     1.53243317109075E+005     2.44702519259371E+011     3.66133160882038E+001     9.39213825371440E+001     0.00000000000000E+000
  6.17260847474644E-002     2.71586272408063E+014     2.71019112270107E+014     2.91429512825842E+003     2.36424363810091E+013     1.11772149183800E+014     1.54839149868319E+005     2.62177237000913E+011     3.92770822929354E+001     1.03828602146657E+002     0.00000000000000E+000
  6.67296274453997E-002     2.70014408035129E+014     2.69448561004312E+014     2.88171139625480E+003     2.33774305226785E+013     1.11044951701458E+014     1.55949815454323E+005     2.78662276887904E+011     4.17982894583263E+001     1.13762847868592E+002     0.00000000000000E+000
  7.17331701433350E-002     2.68134595407810E+014     2.67570732557337E+014     2.84630312951243E+003     2.30895655626617E+013     1.10295745424128E+014     1.56677182692690E+005     2.94199640422356E+011     4.41825652305375E+001     1.23706124943485E+002     0.00000000000000E+000
  7.65504741321966E-002     2.66062403418698E+014     2.65501136031330E+014     2.81030598244252E+003     2.27969899213565E+013     1.09559654082432E+014     1.57090336472771E+005     3.08305292063762E+011     4.63544371459640E+001     1.33274518823369E+002     0.00000000000000E+000
  8.13677781210581E-002     2.63865966763097E+014     2.63307622728413E+014     2.77300423302102E+003     2.24938672525201E+013     1.08813597516917E+014     1.57278488577080E+005     3.21614238672645E+011     4.84105521842171E+001     1.42828116331597E+002     0.00000000000000E+000
  8.61850821099196E-002     2.61550055498392E+014     2.60994984804796E+014     2.73483011535652E+003     2.21836990371961E+013     1.08061074732918E+014     1.57285766984086E+005     3.34165515349372E+011     5.03562943339902E+001     1.52359029395178E+002     0.00000000000000E+000
  9.10023860987811E-002     2.59145933832918E+014     2.58594371229315E+014     2.69612179664612E+003     2.18692245519574E+013     1.07304861859053E+014     1.57147464967347E+005     3.45996971924854E+011     5.21969085801807E+001     1.61860946416168E+002     0.00000000000000E+000
  9.66459516726581E-002     2.56464135617440E+014     2.55916500460707E+014     2.65044576911385E+003     2.14981772042878E+013     1.06417175693933E+014     1.56837850882705E+005     3.58990649138450E+011     5.42262461348623E+001     1.72949034872897E+002     0.00000000000000E+000
  1.02289517246535E-001     2.53516006740061E+014     2.52972939292226E+014     2.60472144647651E+003     2.11267667331572E+013     1.05530179267735E+014     1.56402800407915E+005     3.71100965077765E+011     5.61258620348223E+001     1.83984082167391E+002     0.00000000000000E+000
  1.07933082820412E-001     2.50533654555467E+014     2.49995345395640E+014     2.55919132786352E+003     2.07569568876819E+013     1.04645972103393E+014     1.55870126949284E+005     3.82379338820725E+011     5.79029462649752E+001     1.94961195192045E+002     0.00000000000000E+000
  1.13576648394289E-001     2.47536149665302E+014     2.47002736401423E+014     2.51403320993966E+003     2.03901872301460E+013     1.03766129160179E+014     1.55261209115651E+005     3.92873329490564E+011     5.95641604056171E+001     2.05876671804647E+002     0.00000000000000E+000
  1.19220213968166E-001     2.44537971146702E+014     2.44009470577331E+014     2.46937603405817E+003     2.00275015407768E+013     1.02891823379716E+014     1.54592484862337E+005     4.02626844458877E+011     6.11156634907890E+001     2.16727732815053E+002     0.00000000000000E+000
  1.26850610133066E-001     2.41025366069431E+014     2.40502512272082E+014     2.40995702175837E+003     1.95449467732827E+013     1.01720061400295E+014     1.53615747693996E+005     4.14708960770482E+011     6.30490880544784E+001     2.31292844391410E+002     0.00000000000000E+000
  1.34481006297967E-001     2.37019158076171E+014     2.36503138696498E+014     2.35177925080912E+003     1.90724912662962E+013     1.00561559649355E+014     1.52576845614444E+005     4.25604477550444E+011     6.48054597659747E+001     2.45732725702666E+002     0.00000000000000E+000
  1.42111402462867E-001     2.33060697647510E+014     2.32551544612295E+014     2.29493542598881E+003     1.86108842484641E+013     9.94173126714292E+013     1.51492849756296E+005     4.35397270250875E+011     6.63966184585501E+001     2.60045017065015E+002     0.00000000000000E+000
  1.49741798627768E-001     2.29158765092466E+014     2.28656444756914E+014     2.23947604726885E+003     1.81605331304080E+013     9.82879443625462E+013     1.50376186004564E+005     4.44163900609493E+011     6.78334015060673E+001     2.74228273444648E+002     0.00000000000000E+000
  1.60567215611290E-001     2.24526334681894E+014     2.24031952880985E+014     2.16320753394638E+003     1.75412235878186E+013     9.67118789410763E+013     1.48753188191133E+005     4.54976646402309E+011     6.96262369182424E+001     2.94127566406630E+002     0.00000000000000E+000
  1.71392632594812E-001     2.19212359325637E+014     2.18727554118719E+014     2.08976473518852E+003     1.69448791531938E+013     9.51669142928107E+013     1.47100919310072E+005     4.64046000108602E+011     7.11541757527253E+001     3.13764934019190E+002     0.00000000000000E+000
  1.82218049578334E-001     2.14036006257695E+014     2.13560662521875E+014     2.01910019402852E+003     1.63711113623715E+013     9.36530508650152E+013     1.45431899856878E+005     4.71534857043197E+011     7.24405504744935E+001     3.33140914351307E+002     0.00000000000000E+000
  1.93043466561856E-001     2.08999093100403E+014     2.08533039620701E+014     1.95113729711635E+003     1.58192958481723E+013     9.21699801428455E+013     1.43754424282909E+005     4.77589333724722E+011     7.35063929270405E+001     3.52256932724102E+002     0.00000000000000E+000
  2.03868883545378E-001     2.04101222188606E+014     2.03644304686186E+014     1.88578331699554E+003     1.52886779698128E+013     9.07172011482067E+013     1.42073997623979E+005     4.82341029815021E+011     7.43707413183546E+001     3.71115004781733E+002     0.00000000000000E+000
  2.18376474673988E-001     1.98548167808958E+014     1.98101452987314E+014     1.80211852704743E+003     1.46094139091150E+013     8.88167308657493E+013     1.39824153440406E+005     4.86873253067876E+011     7.52432757101700E+001     3.95987141326731E+002     0.00000000000000E+000
  2.32884065802599E-001     1.92406688449424E+014     1.91971673788350E+014     1.72272047665978E+003     1.39648144779981E+013     8.69680251495234E+013     1.37582665855876E+005     4.89536981212046E+011     7.58227284881531E+001     4.20406524822383E+002     0.00000000000000E+000
  2.47391656931209E-001     1.86496383811582E+014     1.86072706503500E+014     1.64735096765473E+003     1.33529433859027E+013     8.51694404858215E+013     1.35354025490801E+005     4.90560170823538E+011     7.61427147268382E+001     4.44379883103715E+002     0.00000000000000E+000
  2.61899248059819E-001     1.80808375157030E+014     1.80395729104816E+014     1.57578152170136E+003     1.27719435880194E+013     8.34193316428789E+013     1.33141518836776E+005     4.90145149037960E+011     7.62332922950023E+001     4.67914177225455E+002     0.00000000000000E+000
  2.88050520324429E-001     1.73210248779320E+014     1.72811909986149E+014     1.45568453092162E+003     1.17970482610480E+013     8.03819356374881E+013     1.29201483595900E+005     4.86326860500710E+011     7.59014719128600E+001     5.09250602686131E+002     0.00000000000000E+000
  3.14201792589038E-001     1.63987812120205E+014     1.63607772958393E+014     1.34607197558198E+003     1.09073217745320E+013     7.74877907579408E+013     1.25332351517431E+005     4.79306706179176E+011     7.50459131647992E+001     5.49225271428624E+002     0.00000000000000E+000
  3.40353064853647E-001     1.55372552699328E+014     1.55009794202041E+014     1.24589934909888E+003     1.00942762310481E+013     7.47283072309315E+013     1.21541462924772E+005     4.69815102184885E+011     7.37783950408485E+001     5.87880044027584E+002     0.00000000000000E+000
  3.69687673905172E-001     1.46857225149645E+014     1.46511612568273E+014     1.14361561529850E+003     9.26415929164405E+012     7.17831448635211E+013     1.17388377472591E+005     4.56957368952894E+011     7.19795290437404E+001     6.29720909536569E+002     0.00000000000000E+000
  3.99022282956697E-001     1.38477491547407E+014     1.38149033172574E+014     1.05087733612452E+003     8.51157435084726E+012     6.89867143325909E+013     1.13344162657023E+005     4.42404893482603E+011     6.98830701191672E+001     6.70010780812378E+002     0.00000000000000E+000
  4.28356892008221E-001     1.30688298255648E+014     1.30375934285690E+014     9.66667349819896E+002     7.82825670177365E+012     6.63294070060582E+013     1.09411294296413E+005     4.26689628742413E+011     6.75739053077090E+001     7.08805697281858E+002     0.00000000000000E+000
  4.57691501059746E-001     1.23441334144937E+014     1.23144063402351E+014     8.90092512709830E+002     7.20694942320744E+012     6.38023824869525E+013     1.05591352807326E+005     4.10232776249988E+011     6.51202217659527E+001     7.46160072162084E+002     0.00000000000000E+000
  4.91447385400017E-001     1.16210417723985E+014     1.15928241360327E+014     8.10405871414362E+002     6.56045767187761E+012     6.10451163568170E+013     1.01336299881871E+005     3.90805731935851E+011     6.21882161580449E+001     7.87430402573255E+002     0.00000000000000E+000
  5.25203269740288E-001     1.09050257595202E+014     1.08783270828510E+014     7.38738174981140E+002     5.97908677441323E+012     5.84380878807717E+013     9.72313218020018E+004     3.71223343494326E+011     5.92017583312194E+001     8.26940837536366E+002     0.00000000000000E+000
  5.58959154080558E-001     1.02440482584444E+014     1.02187627805463E+014     6.74174281050994E+002     5.45540172952051E+012     5.59707913842132E+013     9.32747202320001E+004     3.51776640374492E+011     5.62104624272161E+001     8.64766160948915E+002     0.00000000000000E+000
  5.92715038420829E-001     9.63301798604215E+013     9.60904990331911E+013     6.15917269707831E+002     4.98292823264816E+012     5.36336378565220E+013     8.94639482933809E+004     3.32680585496426E+011     5.32518374828798E+001     9.00978104432742E+002     0.00000000000000E+000
  6.26470922761100E-001     9.06740075563035E+013     9.04466197378477E+013     5.63271687484101E+002     4.55601646449910E+012     5.14178665831818E+013     8.57959592086341E+004     3.14091324476345E+011     5.03538871018836E+001     9.35645375427601E+002     0.00000000000000E+000
  6.66268264081936E-001     8.49885562864013E+013     8.47735359285514E+013     5.07587194838367E+002     4.10452384091724E+012     4.89505320931760E+013     8.16501881530398E+004     2.92973846750241E+011     4.70426945513704E+001     9.74622505831540E+002     0.00000000000000E+000
  7.06065605402773E-001     7.93293256206825E+013     7.91268129867641E+013     4.57992280671995E+002     3.70246828657215E+012     4.66287517945280E+013     7.76918171494211E+004     2.72830942503115E+011     4.38671829375607E+001     1.01164667588996E+003     0.00000000000000E+000
  7.45862946723610E-001     7.41389145571535E+013     7.39479788657491E+013     4.13741406962406E+002     3.34379376732747E+012     4.44416515620275E+013     7.39141687463780E+004     2.53730291423804E+011     4.08418937078491E+001     1.04681536181275E+003     0.00000000000000E+000
  7.85660288044446E-001     6.93708950137380E+013     6.91906774988509E+013     3.74191520190593E+002     3.02327694616585E+012     4.23793664950625E+013     7.03104027634641E+004     2.35702456668233E+011     3.79749346505477E+001     1.08022096041222E+003     0.00000000000000E+000
  8.41509077639106E-001     6.41557431468588E+013     6.39872134194079E+013     3.25567805648845E+002     2.62930744545498E+012     3.96787914204792E+013     6.55331989609071E+004     2.12215746168101E+011     3.42243292237964E+001     1.12429348091605E+003     0.00000000000000E+000
  8.97357867233767E-001     5.86619438669346E+013     5.85060343625008E+013     2.83818063959699E+002     2.29112134237493E+012     3.71843081502342E+013     6.10660374902536E+004     1.90795807278645E+011     3.07897424000042E+001     1.16529253051677E+003     0.00000000000000E+000
  9.53206656828427E-001     5.37495493007214E+013     5.36050525309196E+013     2.47871373840770E+002     2.00002126517111E+012     3.48763635793596E+013     5.68904581108877E+004     1.71346382624961E+011     2.76605896726104E+001     1.20342862766067E+003     0.00000000000000E+000
  1.00905544642309E+000     4.93450681368875E+013     4.92109189268008E+013     2.16841646498076E+002     1.74881146637311E+012     3.27376924546797E+013     5.29885975222317E+004     1.53745449054083E+011     2.48210163216847E+001     1.23889702431608E+003     0.00000000000000E+000
  1.06490423601775E+000     4.53853220643271E+013     4.52605792029823E+013     1.89992600005880E+002     1.53151320511566E+012     3.07530153527320E+013     4.93433896953906E+004     1.37858738660963E+011     2.22522847069943E+001     1.27187882934418E+003     0.00000000000000E+000
