# Generated Energy for each nuclear reaction type given in erg/g/s
#               time[s]              Engen(Total)                     S_src               Engen(weak)                Engen(n,g)                Engen(p,g)                Engen(a,g)                Engen(n,p)                Engen(n,a)                Engen(p,a)               Engen(fiss)
  6.34158244008475E-009     1.62518800677988E+014     1.71542515384521E+014     3.88755410031219E+001     3.15852740951030E+011     1.10324660277499E+014     3.91780200478168E+003     3.86799786738763E+002     5.70251171934693E-008     4.95036173185478E-006     0.00000000000000E+000
  9.35016488016949E-009     1.62554061389607E+014     1.63477765584721E+014     5.70611791263697E+001     4.63605891024337E+011     1.10324661647883E+014     3.91782685582645E+003     8.37089986708973E+002     1.23410498817247E-007     7.29892018921983E-006     0.00000000000000E+000
  1.23587473202542E-008     1.62776033336607E+014     1.75379135812240E+014     7.50902007691953E+001     6.10086576579834E+011     1.10324663019080E+014     3.91785170689661E+003     1.45602842268529E+003     2.14659351922119E-007     9.64747919890079E-006     0.00000000000000E+000
  1.58542087956751E-008     1.62904152690774E+014     1.72444627155840E+014     9.58248835226973E+001     7.78549990926332E+011     1.10324664613281E+014     3.91788057965093E+003     2.38360894129523E+003     3.51410688817866E-007     1.23761063759216E-005     0.00000000000000E+000
  1.93496702710959E-008     1.62750683881562E+014     1.31520260269607E+014     1.16328749804301E+002     9.45138086852796E+011     1.10324666208682E+014     3.91790945244256E+003     3.53161017968236E+003     5.20658210884097E-007     1.51047343823694E-005     0.00000000000000E+000
  2.88783980821161E-008     1.63255940879429E+014     1.57652484034859E+014     1.71064919575859E+002     1.38985393543972E+012     1.10324670563811E+014     3.91798816068382E+003     7.75079376757521E+003     1.14268399376496E-006     2.25430565091874E-005     0.00000000000000E+000
  3.84071258931363E-008     1.63656136838440E+014     1.53463985034574E+014     2.24143414477796E+002     1.82110164550144E+012     1.10324674927559E+014     3.91806686919140E+003     1.35067204728001E+004     1.99126873824794E-006     2.99813848661978E-005     0.00000000000000E+000
  5.06918124268813E-008     1.64231162021428E+014     1.65406962059590E+014     2.90191540389422E+002     2.35772392655996E+012     1.10324680565802E+014     3.91816834265088E+003     2.30799402176165E+004     3.40262935465393E-006     3.95710826361150E-005     0.00000000000000E+000
  6.29764989606262E-008     1.64746097543514E+014     1.64307853864078E+014     3.53654056651605E+002     2.87333886198695E+012     1.10324686217488E+014     3.91826981652175E+003     3.49437301491646E+004     5.15168415449716E-006     4.91607907682009E-005     0.00000000000000E+000
  7.52611854943712E-008     1.65309821798880E+014     1.72232576585427E+014     4.14635986182145E+002     3.36879973322568E+012     1.10324691882070E+014     3.91837129078466E+003     4.89609848460548E+004     7.21821996302201E-006     5.87505092640650E-005     0.00000000000000E+000
  1.13457434030159E-007     1.66254947962924E+014     1.69749009193713E+014     5.89433170563785E+002     4.78897724448521E+012     1.10324709571717E+014     3.91868680266833E+003     1.04925151706325E+005     1.54689051682612E-005     8.85674755740715E-005     0.00000000000000E+000
  1.51653682565946E-007     1.67584551080089E+014     1.70098851819550E+014     7.43850300797320E+002     6.04357259156504E+012     1.10324727367312E+014     3.91900231767854E+003     1.76990745176915E+005     2.60933916555800E-005     1.18384542106886E-004     0.00000000000000E+000
  1.89849931101734E-007     1.68738582945877E+014     1.67813898274317E+014     8.80269387209836E+002     7.15193893330328E+012     1.10324745256467E+014     3.91931783537633E+003     2.62203252600114E+005     3.86561015966929E-005     1.48201708883916E-004     0.00000000000000E+000
  2.22260763901502E-007     1.69717387148827E+014     1.70271777687601E+014     9.83517155266933E+002     7.99079772543399E+012     1.10324760501050E+014     3.91958556482463E+003     3.42970491349973E+005     5.05634546205403E-005     1.73502680773207E-004     0.00000000000000E+000
  2.54671596701269E-007     1.70510746909824E+014     1.70957564051934E+014     1.07649394935976E+003     8.74620776493252E+012     1.10324775799017E+014     3.91985329571263E+003     4.30134323034680E+005     6.34138447682697E-005     1.98803724864434E-004     0.00000000000000E+000
  2.87082429501036E-007     1.71240758084980E+014     1.73449939088032E+014     1.16020811705924E+003     9.42636159004362E+012     1.10324791145124E+014     3.92012102785443E+003     5.22582050195088E+005     7.70432292972180E-005     2.24104841167301E-004     0.00000000000000E+000
  3.19493262300804E-007     1.71842378999289E+014     1.68425713281625E+014     1.23557226223942E+003     1.00386738486091E+013     1.10324806534625E+014     3.92038876108176E+003     6.19358085087366E+005     9.13107278314105E-005     2.49406029690688E-004     0.00000000000000E+000
  3.61587266701382E-007     1.72527843738508E+014     1.72164694183892E+014     1.32234012833260E+003     1.07436380890447E+013     1.10324826579687E+014     3.92073648457771E+003     7.50184762753628E+005     1.10598245299615E-004     2.82266395921724E-004     0.00000000000000E+000
  4.03681271101961E-007     1.73197642926061E+014     1.74224439783506E+014     1.39803981281635E+003     1.13586764906627E+013     1.10324846682255E+014     3.92108420934842E+003     8.85462246091181E+005     1.30541936605121E-004     3.15126884003206E-004     0.00000000000000E+000
  4.45775275502540E-007     1.73762714228852E+014     1.73574570955106E+014     1.46408782357713E+003     1.18952977785976E+013     1.10324866834961E+014     3.92143193513262E+003     1.02398829040100E+006     1.50964557224872E-004     3.47987493949465E-004     0.00000000000000E+000
  4.87869279903119E-007     1.74253379533971E+014     1.72699145958658E+014     1.52171391222621E+003     1.23634933361754E+013     1.10324887031409E+014     3.92177966170344E+003     1.16479190544923E+006     1.71722956013995E-004     3.80848225773151E-004     0.00000000000000E+000
  5.29963284303698E-007     1.74703434725531E+014     1.74202705730326E+014     1.57198949765960E+003     1.27719681382826E+013     1.10324907266026E+014     3.92212738886317E+003     1.30709531886634E+006     1.92702467547132E-004     4.13709079485448E-004     0.00000000000000E+000
  5.80386941332759E-007     1.75123058097739E+014     1.74755458668915E+014     1.62384759150137E+003     1.31933003566375E+013     1.10324931548145E+014     3.92254392555878E+003     1.47868172374469E+006     2.17999113331519E-004     4.53072670467540E-004     0.00000000000000E+000
  6.30810598361820E-007     1.75508452987967E+014     1.74761757492070E+014     1.66788997280951E+003     1.35511321256556E+013     1.10324955870826E+014     3.92296046259526E+003     1.65073803312103E+006     2.43365036857643E-004     4.92436436379347E-004     0.00000000000000E+000
  6.81234255390880E-007     1.75825768675412E+014     1.73476681404072E+014     1.70529367691682E+003     1.38550265238402E+013     1.10324980227946E+014     3.92337699975531E+003     1.82266733056011E+006     2.68712235918386E-004     5.31800377233696E-004     0.00000000000000E+000
