# 1:A 2:Y(A) 3:X(A)
    1     6.20409062665841E-01     6.20409062665841E-01
    2     2.25269086113700E-18     4.50538172227400E-18
    3     7.87411071941982E-06     2.36223321582595E-05
    4     9.48918287476912E-02     3.79567314990765E-01
    5     0.00000000000000E+00     0.00000000000000E+00
    6     0.00000000000000E+00     0.00000000000000E+00
    7     1.60516212742092E-12     1.12361348919464E-11
    8     0.00000000000000E+00     0.00000000000000E+00
    9     0.00000000000000E+00     0.00000000000000E+00
   10     0.00000000000000E+00     0.00000000000000E+00
   11     0.00000000000000E+00     0.00000000000000E+00
   12     0.00000000000000E+00     0.00000000000000E+00
