# 1:iteration 2:time[s], 3:T[GK], 4:rho[g/cm3], 5:Ye 
# 6:R[km], 7:Y_n, 8:Y_p, 9:Y_alpha, 10:Y_lights 
# 11:Y_heavies 12:<Z> 13:<A> 14:entropy [kB/baryon] (15:Sn [MeV])
       0  0.0000000000000000E+00   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723583E-01   5.0000000000000000E+01   1.0000000000000000E-99   7.5101909679447143E-01   6.2232840497554641E-02   2.4770607655166865E-05   1.0000000000000000E-99   1.0765211150068141E+00   1.2295938028061069E+00   1.9339044860345510E+01
       1  9.9999999999999998E-13   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723594E-01   5.0000000000000000E+01   1.0770216091812888E-15   7.5101909679447088E-01   6.2232840497554641E-02   2.4770607653023448E-05   3.2884875907597789E-23   1.0765211150068161E+00   1.2295938028061093E+00   1.9339044860345485E+01
       2  2.0000000000000000E-12   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723594E-01   5.0000000000000000E+01   2.1540410175504406E-15   7.5101909679447032E-01   6.2232840497554641E-02   2.4770607650880041E-05   6.5769759063258468E-23   1.0765211150068184E+00   1.2295938028061117E+00   1.9339044860345464E+01
       3  3.0000000000000001E-12   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723605E-01   5.0000000000000000E+01   3.2310574915094275E-15   7.5101909679446976E-01   6.2232840497554641E-02   2.4770607648736634E-05   9.8654651883002884E-23   1.0765211150068208E+00   1.2295938028061144E+00   1.9339044860345435E+01
       4  1.3000000000000000E-11   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723605E-01   5.0000000000000000E+01   1.4000877448736529E-14   7.5101909679446366E-01   6.2232840497554641E-02   2.4770607627302889E-05   4.2750471561014577E-22   1.0765211150068430E+00   1.2295938028061397E+00   1.9339044860345187E+01
       5  2.2999999999999998E-11   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723594E-01   5.0000000000000000E+01   2.4770477336935257E-14   7.5101909679445755E-01   6.2232840497554641E-02   2.4770607605869368E-05   7.5635550414341498E-22   1.0765211150068650E+00   1.2295938028061650E+00   1.9339044860344949E+01
       6  3.2999999999999996E-11   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723594E-01   5.0000000000000000E+01   3.5539783805780009E-14   7.5101909679445145E-01   6.2232840497554641E-02   2.4770607584436131E-05   1.0852072590847726E-21   1.0765211150068872E+00   1.2295938028061904E+00   1.9339044860344707E+01
       7  1.3299999999999998E-10   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723594E-01   5.0000000000000000E+01   1.4319838254797041E-13   7.5101909679439061E-01   6.2232840497554641E-02   2.4770607370138147E-05   4.3738383613056644E-21   1.0765211150071090E+00   1.2295938028064437E+00   1.9339044860342266E+01
       8  2.3299999999999997E-10   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723616E-01   5.0000000000000000E+01   2.5083498656759135E-13   7.5101909679432977E-01   6.2232840497554641E-02   2.4770607155862081E-05   7.6625419439776780E-21   1.0765211150073308E+00   1.2295938028066971E+00   1.9339044860339829E+01
       9  3.3299999999999999E-10   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723627E-01   5.0000000000000000E+01   3.5844227030319844E-13   7.5101909679426881E-01   6.2232840497554641E-02   2.4770606941615221E-05   1.0951342167171280E-20   1.0765211150075529E+00   1.2295938028069504E+00   1.9339044860337392E+01
      10  5.8588120344711754E-10   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723605E-01   5.0000000000000000E+01   6.3031306135081855E-13   7.5101909679411427E-01   6.2232840497554641E-02   2.4770606400072058E-05   1.9268917196894606E-20   1.0765211150081142E+00   1.2295938028075919E+00   1.9339044860331217E+01
      11  8.3876240689423509E-10   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723605E-01   5.0000000000000000E+01   9.0204343833680388E-13   7.5101909679395962E-01   6.2232840497554641E-02   2.4770605858668781E-05   2.7586955727967532E-20   1.0765211150086758E+00   1.2295938028082332E+00   1.9339044860325050E+01
      12  1.0916436103413525E-09   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723594E-01   5.0000000000000000E+01   1.1735866936127328E-12   7.5101909679380474E-01   6.2232840497554641E-02   2.4770605317451916E-05   3.5905612259547714E-20   1.0765211150092378E+00   1.2295938028088751E+00   1.9339044860318872E+01
      13  1.3973490179118726E-09   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723616E-01   5.0000000000000000E+01   1.5015807294800762E-12   7.5101909679361745E-01   6.2232840497554648E-02   2.4770604663451296E-05   4.5962846088931138E-20   1.0765211150099174E+00   1.2295938028096514E+00   1.9339044860311400E+01
      14  1.7030544254823927E-09   5.0000000000000003E-02   1.0000000000000000E+02   8.7550954839723616E-01   5.0000000000000000E+01   1.8292709232623137E-12   7.5101909679342971E-01   6.2232840497554662E-02   2.4770604009753368E-05   5.6021084950208453E-20   1.0765211150105973E+00   1.2295938028104276E+00   1.9339044860303932E+01
