# time[s]                    Y(     p )                  Y(     d )                  Y(   he3 )                  Y(   he4 )
 0.0000000000000000E+00      7.5101909679447143E-01      2.4770607655166865E-05      0.0000000000000000E+00      6.2232840497554641E-02
 9.9999999999999998E-13      7.5101909679447143E-01      2.4770607655116683E-05      2.8068332601091518E-17      6.2232840497554641E-02
 2.0000000000000000E-12      7.5101909679447143E-01      2.4770607655066501E-05      5.6136665202135322E-17      6.2232840497554641E-02
 3.0000000000000001E-12      7.5101909679447143E-01      2.4770607655016320E-05      8.4204997803115518E-17      6.2232840497554641E-02
 1.3000000000000000E-11      7.5101909679447132E-01      2.4770607654514524E-05      3.6488832380544258E-16      6.2232840497554641E-02
 2.2999999999999998E-11      7.5101909679447121E-01      2.4770607654012728E-05      6.4557164980299851E-16      6.2232840497554641E-02
 3.2999999999999996E-11      7.5101909679447110E-01      2.4770607653510936E-05      9.2625497579419312E-16      6.2232840497554641E-02
 1.3299999999999998E-10      7.5101909679446976E-01      2.4770607648493244E-05      3.7330882349586775E-15      6.2232840497554641E-02
 2.3299999999999997E-10      7.5101909679446843E-01      2.4770607643475709E-05      6.5399214936460572E-15      6.2232840497554641E-02
 3.3299999999999999E-10      7.5101909679446710E-01      2.4770607638458384E-05      9.3467547516973019E-15      6.2232840497554641E-02
 1.3329999999999998E-09      7.5101909679445367E-01      2.4770607588309588E-05      3.7415087257484188E-14      6.2232840497554641E-02
 2.3329999999999997E-09      7.5101909679444023E-01      2.4770607538176361E-05      6.5483419715571788E-14      6.2232840497554641E-02
 3.3329999999999996E-09      7.5101909679442680E-01      2.4770607488063852E-05      9.3551752110062596E-14      6.2232840497554641E-02
 6.3415824400847464E-09      7.5101909679438605E-01      2.4770607337535845E-05      1.7799764333188317E-13      6.2232840497554641E-02
 9.3501648801694936E-09      7.5101909679434520E-01      2.4770607187145908E-05      2.6244353412227417E-13      6.2232840497554641E-02
 1.2358747320254241E-08      7.5101909679430412E-01      2.4770607036938872E-05      3.4688942433748984E-13      6.2232840497554641E-02
 1.5854208795675091E-08      7.5101909679425616E-01      2.4770606862671377E-05      4.4500119608406489E-13      6.2232840497554641E-02
 1.9349670271095941E-08      7.5101909679420809E-01      2.4770606688673439E-05      5.4311296696737155E-13      6.2232840497554641E-02
 2.8878398082116135E-08      7.5101909679407541E-01      2.4770606215702398E-05      8.1056845200638813E-13      6.2232840497554641E-02
 3.8407125893136326E-08      7.5101909679394085E-01      2.4770605744667261E-05      1.0780239305709117E-12      6.2232840497554641E-02
 5.0691812426881280E-08      7.5101909679376444E-01      2.4770605140178244E-05      1.4228345590275985E-12      6.2232840497554641E-02
 6.2976498960626234E-08      7.5101909679358503E-01      2.4770604538708808E-05      1.7676451767406179E-12      6.2232840497554641E-02
 7.5261185494371187E-08      7.5101909679340262E-01      2.4770603940136306E-05      2.1124557837245474E-12      6.2232840497554641E-02
 1.1345743403015884E-07      7.5101909679281831E-01      2.4770602096317792E-05      3.1845605351146060E-12      6.2232840497554641E-02
 1.5165368256594649E-07      7.5101909679221024E-01      2.4770600276299979E-05      4.2566651833897875E-12      6.2232840497554641E-02
 1.8984993110173415E-07      7.5101909679158130E-01      2.4770598477301068E-05      5.3287697290127896E-12      6.2232840497554641E-02
 2.2226076390150153E-07      7.5101909679103296E-01      2.4770596965396530E-05      6.2384872913931947E-12      6.2232840497554641E-02
 2.5467159670126891E-07      7.5101909679047263E-01      2.4770595465486908E-05      7.1482047804698571E-12      6.2232840497554641E-02
 2.8708242950103626E-07      7.5101909678990142E-01      2.4770593976394618E-05      8.0579221965132626E-12      6.2232840497554641E-02
 3.1949326230080362E-07      7.5101909678932066E-01      2.4770592497053893E-05      8.9676395397872664E-12      6.2232840497554641E-02
 3.6158726670138244E-07      7.5101909678855328E-01      2.4770590588717791E-05      1.0149147049343746E-11      6.2232840497554641E-02
 4.0368127110196125E-07      7.5101909678777290E-01      2.4770588693307692E-05      1.1330654437121246E-11      6.2232840497554641E-02
 4.4577527550254007E-07      7.5101909678698131E-01      2.4770586809169343E-05      1.2512161703626119E-11      6.2232840497554641E-02
 4.8786927990311888E-07      7.5101909678617995E-01      2.4770584934866601E-05      1.3693668849333632E-11      6.2232840497554641E-02
 5.2996328430369775E-07      7.5101909678536993E-01      2.4770583069148226E-05      1.4875175874688462E-11      6.2232840497554648E-02
 5.8038694133275863E-07      7.5101909678438983E-01      2.4770580844007977E-05      1.6290481907640279E-11      6.2232840497554662E-02
 6.3081059836181951E-07      7.5101909678340062E-01      2.4770578627995468E-05      1.7705787769143214E-11      6.2232840497554676E-02
 6.8123425539088040E-07      7.5101909678240375E-01      2.4770576419736112E-05      1.9121093459792203E-11      6.2232840497554689E-02
 7.3165791241994128E-07      7.5101909678140022E-01      2.4770574218063030E-05      2.0536398980125641E-11      6.2232840497554703E-02
 8.1745209145317943E-07      7.5101909677968015E-01      2.4770570484392289E-05      2.2944493963387099E-11      6.2232840497554738E-02
 9.0324627048641758E-07      7.5101909677794798E-01      2.4770566763042705E-05      2.5352588457044740E-11      6.2232840497554780E-02
 9.8904044951965583E-07      7.5101909677620637E-01      2.4770563051015712E-05      2.7760682462814509E-11      6.2232840497554807E-02
 1.0748346285528941E-06      7.5101909677445766E-01      2.4770559346042613E-05      3.0168775982103071E-11      6.2232840497554835E-02
 1.1606288075861323E-06      7.5101909677270362E-01      2.4770555646411520E-05      3.2576869016056578E-11      6.2232840497554863E-02
 1.2371157824542763E-06      7.5101909677113643E-01      2.4770552351562798E-05      3.4723724646599286E-11      6.2232840497554898E-02
 1.3136027573224203E-06      7.5101909676956680E-01      2.4770549059218249E-05      3.6870579892677002E-11      6.2232840497554939E-02
 1.3900897321905643E-06      7.5101909676799516E-01      2.4770545768834336E-05      3.9017434754731814E-11      6.2232840497554981E-02
 1.4665767070587082E-06      7.5101909676642209E-01      2.4770542479983221E-05      4.1164289233129098E-11      6.2232840497555030E-02
 1.5560508318005580E-06      7.5101909676458034E-01      2.4770538634212318E-05      4.3675669615501519E-11      6.2232840497555085E-02
 1.6455249565424078E-06      7.5101909676273737E-01      2.4770534789671231E-05      4.6187049473665087E-11      6.2232840497555134E-02
 1.7349990812842575E-06      7.5101909676089351E-01      2.4770530946040512E-05      4.8698428807932806E-11      6.2232840497555182E-02
 1.8638297292676569E-06      7.5101909675823741E-01      2.4770525412861922E-05      5.2314474738580589E-11      6.2232840497555265E-02
 1.9926603772510565E-06      7.5101909675558032E-01      2.4770519880607576E-05      5.5930519584102271E-11      6.2232840497555363E-02
 2.1214910252344561E-06      7.5101909675292255E-01      2.4770514348979476E-05      5.9546563344851885E-11      6.2232840497555460E-02
 2.2503216732178556E-06      7.5101909675026435E-01      2.4770508817774289E-05      6.3162606021086679E-11      6.2232840497555564E-02
 2.4090896582711089E-06      7.5101909674698808E-01      2.4770502001624150E-05      6.7618933971003959E-11      6.2232840497555696E-02
 2.5678576433243622E-06      7.5101909674371170E-01      2.4770495185726261E-05      7.2075260274337489E-11      6.2232840497555834E-02
 2.7266256283776154E-06      7.5101909674043510E-01      2.4770488369970632E-05      7.6531584931245520E-11      6.2232840497555987E-02
 2.9874266536444790E-06      7.5101909673505240E-01      2.4770477174190553E-05      8.3851785359099347E-11      6.2232840497556258E-02
 3.2482276789113426E-06      7.5101909672966949E-01      2.4770465978515399E-05      9.1171981344811757E-11      6.2232840497556549E-02
 3.5090287041782061E-06      7.5101909672428657E-01      2.4770454782906184E-05      9.8492172888460854E-11      6.2232840497556868E-02
 3.7698297294450697E-06      7.5101909671890377E-01      2.4770443587335807E-05      1.0581235999010457E-10      6.2232840497557215E-02
 4.3096863300950529E-06      7.5101909670776124E-01      2.4770420412620303E-05      1.2096509046658652E-10      6.2232840497558013E-02
 4.8495429307450362E-06      7.5101909669661859E-01      2.4770397237931380E-05      1.3611780190988294E-10      6.2232840497558915E-02
 5.3893995313950194E-06      7.5101909668547595E-01      2.4770374063267145E-05      1.5127049431996638E-10      6.2232840497559935E-02
 8.5637246568929628E-06      7.5101909661995547E-01      2.4770237798262298E-05      2.4036705133620219E-10      6.2232840497568095E-02
 1.1738049782390907E-05      7.5101909655443189E-01      2.4770101534358661E-05      3.2946295029742781E-10      6.2232840497579961E-02
 1.8212878575095245E-05      7.5101909642076314E-01      2.4769823595767783E-05      5.1119287641292205E-10      6.2232840497623391E-02
 2.4687707367799581E-05      7.5101909628708530E-01      2.4769545660212120E-05      6.9292097722746134E-10      6.2232840497677105E-02
 3.1162536160503918E-05      7.5101909615339535E-01      2.4769267728703712E-05      8.7464664428003298E-10      6.2232840497744531E-02
 4.2354548407651635E-05      7.5101909592225580E-01      2.4768787329573612E-05      1.1887567725889045E-09      6.2232840497918974E-02
 5.3546560654799352E-05      7.5101909569108927E-01      2.4768306939511670E-05      1.5028614468774854E-09      6.2232840498124102E-02
 6.4738572901947076E-05      7.5101909545988654E-01      2.4767826561539918E-05      1.8169588489985617E-09      6.2232840498370121E-02
 8.1096422333689963E-05      7.5101909512189813E-01      2.4767124481851315E-05      2.2760182072731179E-09      6.2232840498810053E-02
 9.7454271765432850E-05      7.5101909478382411E-01      2.4766422430938302E-05      2.7350602531682344E-09      6.2232840499347200E-02
 1.4645076363810927E-04      7.5101909377067932E-01      2.4764319758874566E-05      4.1099195533436262E-09      6.2232840501541445E-02
 1.9544725551078569E-04      7.5101909275676282E-01      2.4762217347196316E-05      5.4846220994000462E-09      6.2232840504612356E-02
 4.2601950317021630E-04      7.5101908797510997E-01      2.4752327116677190E-05      1.1951719209936762E-08      6.2232840530745383E-02
 6.5659175082964693E-04      7.5101908317669597E-01      2.4742442642994156E-05      1.8415341410125110E-08      6.2232840575973468E-02
 9.6813799655498512E-04      7.5101907666686873E-01      2.4729096001598984E-05      2.7143382580039983E-08      6.2232840667073561E-02
 1.2796842422803233E-03      7.5101907012740166E-01      2.4715759836203830E-05      3.5865074220554192E-08      6.2232840792099467E-02
 1.5912304880056614E-03      7.5101906355891390E-01      2.4702434124579609E-05      4.4580413175950126E-08      6.2232840950447857E-02
 2.3325489691844370E-03      7.5101904781610240E-01      2.4670767748635336E-05      6.5292841827831088E-08      6.2232841457834982E-02
 3.0738674503632130E-03      7.5101903192003872E-01      2.4639160160367748E-05      8.5969256022542229E-08      6.2232842143100917E-02
 3.8151859315419890E-03      7.5101901587810038E-01      2.4607611089780730E-05      1.0660963241642841E-07      6.2232842999037939E-02
