# time[s]                    Y(     n )                  Y(     p )                  Y(     d )                  Y(     t )                  Y(   he3 )                  Y(   he4 )                  Y(   li6 )                  Y(   li7 )                  Y(   be7 )
 5.3045170248788622E+00      1.6566532113375843E-01      8.3433467886624157E-01      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170248808624E+00      1.6566532113363966E-01      8.3433467886612356E-01      1.1838735826635294E-13      1.1588528216831232E-25      3.5530759633536591E-25      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170248848628E+00      1.6566532113363666E-01      8.3433467886612211E-01      1.2064327477651429E-13      3.4870674864566464E-25      1.0507713330690792E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170248928626E+00      1.6566532113363514E-01      8.3433467886612356E-01      1.2066487133654894E-13      8.0122664894380126E-25      2.3349592034149079E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170249088622E+00      1.6566532113363214E-01      8.3433467886612656E-01      1.2066497496022122E-13      1.6563482109213723E-24      4.5364598496150051E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170249408624E+00      1.6566532113362611E-01      8.3433467886613255E-01      1.2066497521016747E-13      3.1877893519897294E-24      7.8387993567603799E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170250048628E+00      1.6566532113361410E-01      8.3433467886614454E-01      1.2066497521256228E-13      5.6708503618755718E-24      1.1801778662067213E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170251328626E+00      1.6566532113359003E-01      8.3433467886616863E-01      1.2066497521675117E-13      9.0560115716533945E-24      1.5198833891977979E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170253888623E+00      1.6566532113354193E-01      8.3433467886621671E-01      1.2066497522512708E-13      1.2556582967836930E-23      1.7051931873383145E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170259008625E+00      1.6566532113344570E-01      8.3433467886631296E-01      1.2066497524187574E-13      1.4997592047486747E-23      1.7637187115815552E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170269248629E+00      1.6566532113325325E-01      8.3433467886650536E-01      1.2066497527537300E-13      1.6028362724075664E-23      1.7737533116131047E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170289728629E+00      1.6566532113286836E-01      8.3433467886689028E-01      1.2066497534236832E-13      1.6271682297438695E-23      1.7746521979678466E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170330688629E+00      1.6566532113209856E-01      8.3433467886766011E-01      1.2066497547635683E-13      1.6302201962630500E-23      1.7746934027641876E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170412608629E+00      1.6566532113055896E-01      8.3433467886919965E-01      1.2066497574433326E-13      1.6304178132446826E-23      1.7746943753242209E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170576448628E+00      1.6566532112747978E-01      8.3433467887227886E-01      1.2066497628028771E-13      1.6304243496438323E-23      1.7746944198206105E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045170904128627E+00      1.6566532112132140E-01      8.3433467887843726E-01      1.2066497735219721E-13      1.6304245261650436E-23      1.7746944865078644E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045171559488624E+00      1.6566532110900470E-01      8.3433467889075397E-01      1.2066497949601585E-13      1.6304246643790258E-23      1.7746946197502766E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045172870208628E+00      1.6566532108437121E-01      8.3433467891538748E-01      1.2066498378365203E-13      1.6304249390139302E-23      1.7746948862346996E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045175491648626E+00      1.6566532103510426E-01      8.3433467896465430E-01      1.2066499235892603E-13      1.6304254882764397E-23      1.7746954192037016E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045180734528623E+00      1.6566532093657033E-01      8.3433467906318826E-01      1.2066500950947514E-13      1.6304265868020056E-23      1.7746964851422141E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045191220288626E+00      1.6566532073950252E-01      8.3433467926025606E-01      1.2066504381058721E-13      1.6304287838556025E-23      1.7746986170213748E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045212191808622E+00      1.6566532034536688E-01      8.3433467965439168E-01      1.2066511241285403E-13      1.6304331779724292E-23      1.7747028807881192E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045254134848623E+00      1.6566531955709557E-01      8.3433468044266301E-01      1.2066524961756557E-13      1.6304419662447142E-23      1.7747114083554286E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045338020928625E+00      1.6566531798055301E-01      8.3433468201920558E-01      1.2066552402769523E-13      1.6304595429437319E-23      1.7747284636251900E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045505793088621E+00      1.6566531482746796E-01      8.3433468517229059E-01      1.2066607285078929E-13      1.6304946969597285E-23      1.7747625747054718E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3045841337408621E+00      1.6566530852129813E-01      8.3433469147846040E-01      1.2066717050830443E-13      1.6305650074634169E-23      1.7748307990288499E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3046512426048622E+00      1.6566529590895940E-01      8.3433470409079913E-01      1.2066936586865320E-13      1.6307056383583690E-23      1.7749672563276164E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3047854603328624E+00      1.6566527068428577E-01      8.3433472931547281E-01      1.2067375677062833E-13      1.6309869397030430E-23      1.7752402055366901E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3050538957888627E+00      1.6566522023495384E-01      8.3433477976480475E-01      1.2068253929974612E-13      1.6315497006487387E-23      1.7757862424306667E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3055907667008624E+00      1.6566511933635145E-01      8.3433488066340711E-01      1.2070010725909579E-13      1.6326758558626056E-23      1.7768788703581666E-23      1.4612306987811593E-25      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3066645085248627E+00      1.6566491753939247E-01      8.3433508246036592E-01      1.2073525478577698E-13      1.6349307019592441E-23      1.7790663446627128E-23      4.3864403527899181E-25      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3088119921728625E+00      1.6566451394645776E-01      8.3433548605330043E-01      1.2080559629935876E-13      1.6394505558884513E-23      1.7834501822236758E-23      1.0247881056729473E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3131069594688629E+00      1.6566370676452127E-01      8.3433629323523661E-01      1.2094646539395376E-13      1.6485310636711261E-23      1.7922535347389602E-23      2.2015074682770598E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3216968940608629E+00      1.6566209241637989E-01      8.3433790758337756E-01      1.2122894966940652E-13      1.6668565106608152E-23      1.8100039277542712E-23      4.5728519046955685E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3388767632448628E+00      1.6565886378302197E-01      8.3434113621673445E-01      1.2179691716367149E-13      1.7041751117262617E-23      1.8460873855648262E-23      9.3886033463380764E-24      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.3732365016128627E+00      1.6565240676799620E-01      8.3434759323175800E-01      1.2294496577688452E-13      1.7815650809059327E-23      1.9206498587617169E-23      1.9323790581410301E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.4419559783488625E+00      1.6563949374462564E-01      8.3436050625512381E-01      1.2529047763891003E-13      1.9480465473985361E-23      2.0799012137579385E-23      4.0499798817939439E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.5735261017168867E+00      1.6561477419480336E-01      8.3438522580493668E-01      1.2997224346044105E-13      2.3158776900787855E-23      2.4268140374023508E-23      8.6486560972608788E-23      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.7673484412813254E+00      1.6557836663058084E-01      8.3442163336914565E-01      1.3704151395171273E-13      2.9697521668996800E-23      3.0297045732130202E-23      1.6790134593208087E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 5.8561774919044280E+00      1.6556168267400292E-01      8.3443831732571694E-01      1.4038765360946359E-13      3.3246690475976813E-23      3.3508738388705696E-23      2.0847824485424806E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 6.0338355931506333E+00      1.6552832148458396E-01      8.3447167851512194E-01      1.4728260690348616E-13      4.1581237001336177E-23      4.0915565578946903E-23      3.0432002020448381E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 6.1531630409201368E+00      1.6550591683917176E-01      8.3449408316052487E-01      1.5207094979240851E-13      4.8251896544044996E-23      4.6729764240218821E-23      3.7623497911755082E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 6.3670516831810460E+00      1.6546576734482826E-01      8.3453423265485061E-01      1.6097719305278783E-13      6.2815665780357450E-23      5.9146255211122267E-23      5.3315114785365110E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 6.4652096799465379E+00      1.6544734394892660E-01      8.3455265605074391E-01      1.6520893401312893E-13      7.0816055234147217E-23      6.5834108824334262E-23      6.1190831309126389E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 6.6615256734775219E+00      1.6541050536144800E-01      8.3458949463820520E-01      1.7394925524409100E-13      8.9801006549256999E-23      8.1404627397438419E-23      8.0006041441106479E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 6.7930812051786393E+00      1.6538582272247665E-01      8.3461417727716414E-01      1.8002066991004521E-13      1.0512877203531410E-22      9.3721840232831532E-23      9.4196793972553739E-22      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 7.0292132514515000E+00      1.6534153115151004E-01      8.3465846884810857E-01      1.9136115997227238E-13      1.3906020304161684E-22      1.2036194480966177E-22      1.2563485882785656E-21      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 7.1375801473669851E+00      1.6532120714150803E-01      8.3467879285809987E-01      1.9676381191325669E-13      1.5790945634024058E-22      1.3485793766585018E-22      1.4151503211089888E-21      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 7.3543139391979553E+00      1.6528056911329692E-01      8.3471943088628842E-01      2.0795040563267650E-13      2.0312723702855167E-22      1.6894133203198416E-22      1.7994185867518430E-21      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
 7.4995497361712449E+00      1.6525334159108174E-01      8.3474665840848783E-01      2.1574231057389333E-13      2.4005934594022181E-22      1.9618883790216280E-22      2.0917302640369188E-21      0.0000000000000000E+00      0.0000000000000000E+00      0.0000000000000000E+00
