# time[s], T9[GK], density[g/cm^3], Ye 
# 
5.304517024878862230e+00 5.790321299774816133e+00 3.729172455810236993e-03 8.343346788662415747e-01
5.573526101716886672e+00 5.648856822802224897e+00 3.462471283626891456e-03 8.343346788662415747e-01
5.856177491904428045e+00 5.510848492252097053e+00 3.214843918323447014e-03 8.343346788662415747e-01
6.153163040920136773e+00 5.376211870332350706e+00 2.984926248501692039e-03 8.343346788662415747e-01
6.465209679946537946e+00 5.244864582167188871e+00 2.771451720629993475e-03 8.343346788662415747e-01
6.793081205178639337e+00 5.116726265397581130e+00 2.573244361946449947e-03 8.343346788662415747e-01
7.137580147366985095e+00 4.991718521013079446e+00 2.389212302346730918e-03 8.343346788662415747e-01
7.499549736171244874e+00 4.869764865384855312e+00 2.218341759570426498e-03 8.343346788662415747e-01
7.879875964132470045e+00 4.750790683470639486e+00 2.059691454551976567e-03 8.343346788662415747e-01
8.279489755315998067e+00 4.634723183162916094e+00 1.912387426171857337e-03 8.343346788662415747e-01
8.699369243933212204e+00 4.521491350752444127e+00 1.775618216843909223e-03 8.343346788662415747e-01
9.140542168519502297e+00 4.411025907479864117e+00 1.648630402417537114e-03 8.343346788662415747e-01
9.604088387528690873e+00 4.303259267148790812e+00 1.530724441770210491e-03 8.343346788662415747e-01
1.009114252250130583e+01 4.198125494774478383e+00 1.421250823226840633e-03 8.343346788662415747e-01
1.060289673527640275e+01 4.095560266242745051e+00 1.319606486577683604e-03 8.343346788662415747e-01
1.114060364604473108e+01 3.995500828954474226e+00 1.225231500984653738e-03 8.343346788662415747e-01
1.170557939938568026e+01 3.897885963431626966e+00 1.137605980475555213e-03 8.343346788662415747e-01
1.229920688579286114e+01 3.802655945861253883e+00 1.056247220034508584e-03 8.343346788662415747e-01
1.292293912657355115e+01 3.709752511554612830e+00 9.807070365121038202e-04 8.343346788662415747e-01
1.357830283040725305e+01 3.619118819299013801e+00 9.105692997070609970e-04 8.343346788662415747e-01
1.426690213026875220e+01 3.530699416580600491e+00 8.454476400188187975e-04 8.343346788662415747e-01
1.499042250986253677e+01 3.444440205656772669e+00 7.849833200431225941e-04 8.343346788662415747e-01
1.575063492917928976e+01 3.360288410457506814e+00 7.288432583858274515e-04 8.343346788662415747e-01
1.654940015927259367e+01 3.278192544295310817e+00 6.767181948086340489e-04 8.343346788662415747e-01
1.738867333686611971e+01 3.198102378364065412e+00 6.283209865990585551e-04 8.343346788662415747e-01
1.827050874993939544e+01 3.119968911007485080e+00 5.833850267798030512e-04 8.343346788662415747e-01
1.919706486600624729e+01 3.043744337738367722e+00 5.416627754438615126e-04 8.343346788662415747e-01
