# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     3.94670624136509E-10   3.94670624136509E-10
    1      1      0     7.69564894954631E-01   7.69564894954631E-01
    2      1      1     2.75857364062817E-04   5.51714728125635E-04
    3      1      2     9.27890744057069E-07   2.78367223217121E-06
    3      2      1     2.38718060438976E-05   7.16154181316929E-05
    4      2      2     5.74522472211966E-02   2.29808988884787E-01
    6      3      3     9.49544049298968E-14   5.69726429579381E-13
    7      3      4     2.76877730142803E-10   1.93814411099962E-09
    7      4      3     1.24265758999602E-12   8.69860312997214E-12
    9      4      5     8.70618441781668E-16   7.83556597603501E-15
   10      5      5     6.09606851840277E-19   6.09606851840277E-18
   11      5      6     3.76838367574548E-18   4.14522204332003E-17
   12      6      6     2.76459003660422E-16   3.31750804392507E-15
   13      6      7     1.66990617676157E-18   2.17087802979004E-17
   14      6      8     3.72064269681366E-20   5.20889977553913E-19
