# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     1.72634808649019E-11   1.72634808649019E-11
    1      1      0     7.51647368465993E-01   7.51647368465993E-01
    2      1      1     2.89814491879984E-05   5.79628983759968E-05
    3      1      2     9.68773302703048E-08   2.90631990810914E-07
    3      2      1     9.06334556303079E-06   2.71900366890924E-05
    4      2      2     6.20667965975013E-02   2.48267186390005E-01
    6      3      3     1.11457465471725E-14   6.68744792830352E-14
    7      3      4     2.93536373658454E-11   2.05475461560918E-10
    7      4      3     1.93445210076021E-10   1.35411647053215E-09
    9      4      5     8.25387779505562E-18   7.42849001555005E-17
   10      5      5     1.01869390375187E-20   1.01869390375187E-19
   11      5      6     1.26415764896412E-16   1.39057341386053E-15
   12      6      6     5.78270107100104E-16   6.93924128520125E-15
   13      6      7     9.96695578659670E-18   1.29570425225757E-16
   14      6      8     7.35376951578161E-19   1.02952773220943E-17
