# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     7.15550907329461E-11   7.15550907329461E-11
    1      1      0     7.58484462474293E-01   7.58484462474293E-01
    2      1      1     8.08172326255083E-05   1.61634465251017E-04
    3      1      2     2.76138742925259E-07   8.28416228775777E-07
    3      2      1     1.41189566588667E-05   4.23568699766000E-05
    4      2      2     6.03276792705344E-02   2.41310717082137E-01
    6      3      3     2.95866841728212E-14   1.77520105036927E-13
    7      3      4     6.45858592554665E-11   4.52101014788265E-10
    7      4      3     2.40394661782846E-11   1.68276263247992E-10
    9      4      5     5.51196323839177E-17   4.96076691455260E-16
   10      5      5     7.23177242540459E-20   7.23177242540460E-19
   11      5      6     3.41134695456092E-18   3.75248165001701E-17
   12      6      6     4.04680357442250E-16   4.85616428930700E-15
   13      6      7     3.88353330981756E-18   5.04859330276282E-17
   14      6      8     1.63221257420090E-19   2.28509760388126E-18
