# time[s], T9[GK], density[g/cm^3], Ye 
# 
5.304517024878862230e+00 5.790321299774816133e+00 1.842850135155827546e-03 8.343346788662415747e-01
5.573526101716886672e+00 5.648856822802224897e+00 1.711054060549910836e-03 8.343346788662415747e-01
5.856177491904428045e+00 5.510848492252097053e+00 1.588683714574965844e-03 8.343346788662415747e-01
6.153163040920136773e+00 5.376211870332350706e+00 1.475064992478704795e-03 8.343346788662415747e-01
6.465209679946537946e+00 5.244864582167188871e+00 1.369571999810117926e-03 8.343346788662415747e-01
6.793081205178639337e+00 5.116726265397581130e+00 1.271623604538200470e-03 8.343346788662415747e-01
7.137580147366985095e+00 4.991718521013079446e+00 1.180680235754612804e-03 8.343346788662415747e-01
7.499549736171244874e+00 4.869764865384855312e+00 1.096240911325180745e-03 8.343346788662415747e-01
7.879875964132470045e+00 4.750790683470639486e+00 1.017840478116403130e-03 8.343346788662415747e-01
8.279489755315998067e+00 4.634723183162916094e+00 9.450470495941170820e-04 8.343346788662415747e-01
8.699369243933212204e+00 4.521491350752444127e+00 8.774596266787553596e-04 8.343346788662415747e-01
9.140542168519502297e+00 4.411025907479864117e+00 8.147058887511437380e-04 8.343346788662415747e-01
9.604088387528690873e+00 4.303259267148790812e+00 7.564401426400821880e-04 8.343346788662415747e-01
1.009114252250130583e+01 4.198125494774478383e+00 7.023414182932582019e-04 8.343346788662415747e-01
1.060289673527640275e+01 4.095560266242745051e+00 6.521117006410544290e-04 8.343346788662415747e-01
1.114060364604473108e+01 3.995500828954474226e+00 6.054742879130724491e-04 8.343346788662415747e-01
1.170557939938568026e+01 3.897885963431626966e+00 5.621722673637955968e-04 8.343346788662415747e-01
1.229920688579286114e+01 3.802655945861253883e+00 5.219671000105689709e-04 8.343346788662415747e-01
1.292293912657355115e+01 3.709752511554612830e+00 4.846373065876167867e-04 8.343346788662415747e-01
1.357830283040725305e+01 3.619118819299013801e+00 4.499772474773673257e-04 8.343346788662415747e-01
1.426690213026875220e+01 3.530699416580600491e+00 4.177959898980702458e-04 8.343346788662415747e-01
1.499042250986253677e+01 3.444440205656772669e+00 3.879162561073445101e-04 8.343346788662415747e-01
1.575063492917928976e+01 3.360288410457506814e+00 3.601734468276045751e-04 8.343346788662415747e-01
1.654940015927259367e+01 3.278192544295310817e+00 3.344147345136774742e-04 8.343346788662415747e-01
1.738867333686611971e+01 3.198102378364065412e+00 3.104982214676743125e-04 8.343346788662415747e-01
1.827050874993939544e+01 3.119968911007485080e+00 2.882921581634017519e-04 8.343346788662415747e-01
1.919706486600624729e+01 3.043744337738367722e+00 2.676742174742683831e-04 8.343346788662415747e-01
2.017060961539310426e+01 2.969382021990329523e+00 2.485308208066190779e-04 8.343346788662415747e-01
2.119352594244947596e+01 2.896836466584101544e+00 2.307565124263398970e-04 8.343346788662415747e-01
2.226831763827804522e+01 2.826063285890935806e+00 2.142533785320737923e-04 8.343346788662415747e-01
2.339761546926121838e+01 2.757019178676100246e+00 1.989305078748812507e-04 8.343346788662415747e-01
2.458418361638500826e+01 2.689661901605829630e+00 1.847034909530445048e-04 8.343346788662415747e-01
2.583092644112147340e+01 2.623950243401548921e+00 1.714939550232213322e-04 8.343346788662415747e-01
2.714089559443110389e+01 2.559843999625518673e+00 1.592291323664440212e-04 8.343346788662415747e-01
2.851729748628510919e+01 2.497303948082518321e+00 1.478414594306690826e-04 8.343346788662415747e-01
2.996350113399157777e+01 2.436291824822481189e+00 1.372682046416547920e-04 8.343346788662415747e-01
3.148304640853506697e+01 2.376770300729420526e+00 1.274511228318841462e-04 8.343346788662415747e-01
3.307965269911476724e+01 2.318702958682312687e+00 1.183361343838741864e-04 8.343346788662415747e-01
3.475722801708908349e+01 2.262054271273973516e+00 1.098730273203613967e-04 8.343346788662415747e-01
3.651987856161048285e+01 2.206789579074279750e+00 1.020151807002575372e-04 8.343346788662415747e-01
3.837191877036446641e+01 2.152875069424452281e+00 9.471930779664213603e-05 8.343346788662415747e-01
4.031788188001345929e+01 2.100277755749423658e+00 8.794521764202888276e-05 8.343346788662415747e-01
4.236253102219521338e+01 2.048965457375615085e+00 8.165559362732163230e-05 8.343346788662415747e-01
4.451087088223422228e+01 1.998906779841811421e+00 7.581578793482742894e-05 8.343346788662415747e-01
4.676815994910450058e+01 1.950071095691039869e+00 7.039363067290773897e-05 8.343346788662415747e-01
4.913992338662669113e+01 1.902428525731747699e+00 6.535925266084902530e-05 8.343346788662415747e-01
5.163196655740519958e+01 1.855949920756779337e+00 6.068492088771880645e-05 8.343346788662415747e-01
5.425038923260748192e+01 1.810606843708983948e+00 5.634488573879680942e-05 8.343346788662415747e-01
5.700160052236680031e+01 1.766371552282539836e+00 5.231523914799338326e-05 8.343346788662415747e-01
5.989233456335367833e+01 1.723216981949347693e+00 4.857378289485521090e-05 8.343346788662415747e-01
6.292966700191433915e+01 1.681116729400109699e+00 4.509990632064283958e-05 8.343346788662415747e-01
6.612103231312204343e+01 1.640045036389964350e+00 4.187447278985134241e-05 8.343346788662415747e-01
6.947424199813316648e+01 1.599976773978788236e+00 3.887971427172149291e-05 8.343346788662415747e-01
7.299750370438927405e+01 1.560887427156530505e+00 3.609913346102021765e-05 8.343346788662415747e-01
7.669944131546641586e+01 1.522753079844166413e+00 3.351741289890014053e-05 8.343346788662415747e-01
8.058911605974476799e+01 1.485550400261095083e+00 3.112033059321000014e-05 8.343346788662415747e-01
8.467604868956688335e+01 1.449256626650029078e+00 2.889468167343134009e-05 8.343346788662415747e-01
8.897024278517207563e+01 1.413849553350645660e+00 2.682820564866020141e-05 8.343346788662415747e-01
9.348220924044809976e+01 1.379307517213469891e+00 2.490951886791733589e-05 8.343346788662415747e-01
9.822299199043395390e+01 1.345609384345686887e+00 2.312805181072991032e-05 8.343346788662415747e-01
1.032041950435467470e+02 1.312734537180767713e+00 2.147399086253527382e-05 8.343346788662415747e-01
1.084380108846995370e+02 1.280662861864001911e+00 1.993822425416365784e-05 8.343346788662415747e-01
1.139372503188326533e+02 1.249374735946212622e+00 1.851229186759493733e-05 8.343346788662415747e-01
1.197153738279060207e+02 1.218851016378133423e+00 1.718833863148343843e-05 8.343346788662415747e-01
1.257865245181047698e+02 1.189073027798095650e+00 1.595907124971926693e-05 8.343346788662415747e-01
1.321655627379041107e+02 1.160022551105858835e+00 1.481771802465560242e-05 8.343346788662415747e-01
1.388681024517271965e+02 1.131681812315598279e+00 1.375799155367927425e-05 8.343346788662415747e-01
1.459105494582274503e+02 1.104033471681228340e+00 1.277405409363020822e-05 8.343346788662415747e-01
1.533101415467424999e+02 1.077060613087406526e+00 1.186048540227172179e-05 8.343346788662415747e-01
1.610849906902112423e+02 1.050746733699727598e+00 1.101225287965915708e-05 8.343346788662415747e-01
1.692541273778299740e+02 1.025075733867771177e+00 1.022468384492369024e-05 8.343346788662415747e-01
1.778375471959567165e+02 1.000031907274842702e+00 9.493439795752247489e-06 8.343346788662415747e-01
1.868562597712858349e+02 9.755999313283544305e-01 8.814492508765218442e-06 8.343346788662415747e-01
1.963323401960870171e+02 9.517648577849870950e-01 8.184101849136097396e-06 8.343346788662415747e-01
2.062889830613825666e+02 9.285121036048894494e-01 7.598795167212141024e-06 8.343346788662415747e-01
2.167505592303204480e+02 9.058274420293226381e-01 7.055348168637675468e-06 8.343346788662415747e-01
2.277426754907079953e+02 8.836969938762848642e-01 6.550767152598706061e-06 8.343346788662415747e-01
2.392922372327170137e+02 8.621072190487948372e-01 6.082272520344265990e-06 8.343346788662415747e-01
2.514275143051757482e+02 8.410449082506397112e-01 5.647283463137486110e-06 8.343346788662415747e-01
2.641782102116439432e+02 8.204971749045189000e-01 5.243403745286481777e-06 8.343346788662415747e-01
2.775755348156455966e+02 8.004514472676312886e-01 4.868408503937528126e-06 8.343346788662415747e-01
2.916522807330147202e+02 7.808954607398934655e-01 4.520231992914412245e-06 8.343346788662415747e-01
3.064429035983424683e+02 7.618172503600761925e-01 4.196956203088002759e-06 8.343346788662415747e-01
3.219836064019941659e+02 7.432051434852684491e-01 3.896800296588761506e-06 8.343346788662415747e-01
3.383124281041274344e+02 7.250477526491898583e-01 3.618110796658189830e-06 8.343346788662415747e-01
3.554693367426101531e+02 7.073339685949855404e-01 3.359352479097811620e-06 8.343346788662415747e-01
3.734963272627393849e+02 6.900529534782372520e-01 3.119099915139150712e-06 8.343346788662415747e-01
3.924375243082203610e+02 6.731941342360332481e-01 2.896029619146680133e-06 8.343346788662415747e-01
4.123392902250082557e+02 6.567471961180360029e-01 2.688912757897553596e-06 8.343346788662415747e-01
4.332503385423638065e+02 6.407020763756017256e-01 2.496608381275683142e-06 8.343346788662415747e-01
4.552218532089046903e+02 6.250489581050747701e-01 2.318057137089709402e-06 8.343346788662415747e-01
4.783076138754976228e+02 6.097782642415001675e-01 2.152275435391640146e-06 8.343346788662415747e-01
5.025641275316463066e+02 5.948806516990780002e-01 1.998350030148974461e-06 8.343346788662415747e-01
5.280507668175828258e+02 5.803470056547733735e-01 1.855432988422202591e-06 8.343346788662415747e-01
5.548299153506109178e+02 5.661684339715831182e-01 1.722737019334249543e-06 8.343346788662415747e-01
5.829671204214145064e+02 5.523362617580489520e-01 1.599531137100450774e-06 8.343346788662415747e-01
6.125312534340839647e+02 5.388420260606899825e-01 1.485136634227891344e-06 8.343346788662415747e-01
6.435946784825692930e+02 5.256774706861047086e-01 1.378923342701542348e-06 8.343346788662415747e-01
6.762334294761938054e+02 5.128345411495732753e-01 1.280306162561081991e-06 8.343346788662415747e-01
7.105273962477594978e+02 5.003053797470750075e-01 1.188741838745328734e-06 8.343346788662415747e-01
7.465605200998037390e+02 4.880823207476984726e-01 1.103725968448741839e-06 8.343346788662415747e-01
7.844209992676217098e+02 4.761578857035108081e-01 1.024790222504399879e-06 8.343346788662415747e-01
8.242015048019893584e+02 4.645247788740088368e-01 9.514997654867534237e-07 8.343346788662415747e-01
8.659994073999849888e+02 4.531758827623584285e-01 8.834508603222528733e-07 8.343346788662415747e-01
9.099170157391275779e+02 4.421042537606894585e-01 8.202686442122891977e-07 8.343346788662415747e-01
9.560618268982143491e+02 4.313031179017783878e-01 7.616050636165959264e-07 8.343346788662415747e-01
1.004546789477787684e+03 4.207658667145264819e-01 7.071369569215455756e-07 8.343346788662415747e-01
1.055490580064301184e+03 4.104860531806894253e-01 6.565642742312338438e-07 8.343346788662415747e-01
1.109017893714653610e+03 4.004573877903928047e-01 6.096084244747143391e-07 8.343346788662415747e-01
1.165259749172143756e+03 3.906737346940125644e-01 5.660107407240106844e-07 8.343346788662415747e-01
1.224353809560886020e+03 3.811291079480725874e-01 5.255310552687943488e-07 8.343346788662415747e-01
1.286444719343687666e+03 3.718176678528570811e-01 4.879463765981792281e-07 8.343346788662415747e-01
1.351684458368128617e+03 3.627337173795008862e-01 4.530496610015073859e-07 8.343346788662415747e-01
1.420232713867452958e+03 3.538716986843708501e-01 4.206486720212015506e-07 8.343346788662415747e-01
1.492257271326833461e+03 3.452261897086021936e-01 3.905649214747150442e-07 8.343346788662415747e-01
1.567934425171697285e+03 3.367919008607162534e-01 3.626326862119804915e-07 8.343346788662415747e-01
1.647449410283397128e+03 3.285636717802817297e-01 3.366980951919150762e-07 8.343346788662415747e-01
1.730996855398402886e+03 3.205364681806474603e-01 3.126182818489645670e-07 8.343346788662415747e-01
1.818781259500845408e+03 3.127053787688076070e-01 2.902605970802809372e-07 8.343346788662415747e-01
1.911017492374429366e+03 3.050656122405209780e-01 2.695018785181145501e-07 8.343346788662415747e-01
2.007931320538963519e+03 2.976124943488408503e-01 2.502277720620274841e-07 8.343346788662415747e-01
2.109759959858804905e+03 2.903414650442658895e-01 2.323321019334465748e-07 8.343346788662415747e-01
2.216752656175846369e+03 2.832480756847600700e-01 2.157162857823516575e-07 8.343346788662415747e-01
2.329171295388287490e+03 2.763279863139342929e-01 2.002887916240823717e-07 8.343346788662415747e-01
2.447291044468427572e+03 2.695769630057268662e-01 1.859646336146823635e-07 8.343346788662415747e-01
2.571401024988559584e+03 2.629908752739548716e-01 1.726649038871370557e-07 8.343346788662415747e-01
2.701805020803486968e+03 2.565656935451550713e-01 1.603163378695276236e-07 8.343346788662415747e-01
2.838822221621933295e+03 2.502974866931644282e-01 1.488509106905491210e-07 8.343346788662415747e-01
2.982788004286796877e+03 2.441824196339358877e-01 1.382054624491101771e-07 8.343346788662415747e-01
3.134054753676679411e+03 2.382167509791136839e-01 1.283213502837182389e-07 8.343346788662415747e-01
3.292992725237935247e+03 2.323968307469357064e-01 1.191441253250023611e-07 8.343346788662415747e-01
3.459990951258485893e+03 2.267190981290615748e-01 1.106232327517911517e-07 8.343346788662415747e-01
3.635458193101720099e+03 2.211800793119584885e-01 1.027117332984348779e-07 8.343346788662415747e-01
3.819823941731182003e+03 2.157763853515146935e-01 9.536604467923590162e-08 8.343346788662415747e-01
4.013539468975128784e+03 2.105047100995773579e-01 8.854570150556102943e-08 8.343346788662415747e-01
4.217078932104030173e+03 2.053618281811488422e-01 8.221313237308880265e-08 8.343346788662415747e-01
4.430940534424800717e+03 2.003445930210012715e-01 7.633345289122275984e-08 8.343346788662415747e-01
4.655647744732417777e+03 1.954499349185045143e-01 7.087427351452967501e-08 8.343346788662415747e-01
4.891750578603911890e+03 1.906748591694872597e-01 6.580552111759584387e-08 8.343346788662415747e-01
5.139826944670843659e+03 1.860164442339838908e-01 6.109927333040797275e-08 8.343346788662415747e-01
5.400484059165573854e+03 1.814718399487459111e-01 5.672960472165767672e-08 8.343346788662415747e-01
5.674359932203758945e+03 1.770382657834225215e-01 5.267244398263339533e-08 8.343346788662415747e-01
5.962124929440929918e+03 1.727130091393464517e-01 4.890544132496798711e-08 8.343346788662415747e-01
