# time[s], T9[GK], density[g/cm^3], Ye 
# 
5.304517024878862230e+00 5.790321299774816133e+00 3.394658891940216614e-03 8.343346788662415747e-01
5.573526101716886672e+00 5.648856822802224897e+00 3.151881300833515257e-03 8.343346788662415747e-01
5.856177491904428045e+00 5.510848492252097053e+00 2.926466561376949230e-03 8.343346788662415747e-01
6.153163040920136773e+00 5.376211870332350706e+00 2.717172925450150010e-03 8.343346788662415747e-01
6.465209679946537946e+00 5.244864582167188871e+00 2.522847451680943019e-03 8.343346788662415747e-01
6.793081205178639337e+00 5.116726265397581130e+00 2.342419654206802111e-03 8.343346788662415747e-01
7.137580147366985095e+00 4.991718521013079446e+00 2.174895605661151046e-03 8.343346788662415747e-01
7.499549736171244874e+00 4.869764865384855312e+00 2.019352461899459085e-03 8.343346788662415747e-01
7.879875964132470045e+00 4.750790683470639486e+00 1.874933378303365698e-03 8.343346788662415747e-01
8.279489755315998067e+00 4.634723183162916094e+00 1.740842789658132109e-03 8.343346788662415747e-01
8.699369243933212204e+00 4.521491350752444127e+00 1.616342027601560356e-03 8.343346788662415747e-01
9.140542168519502297e+00 4.411025907479864117e+00 1.500745251502108579e-03 8.343346788662415747e-01
9.604088387528690873e+00 4.303259267148790812e+00 1.393415670350507370e-03 8.343346788662415747e-01
1.009114252250130583e+01 4.198125494774478383e+00 1.293762034852339498e-03 8.343346788662415747e-01
1.060289673527640275e+01 4.095560266242745051e+00 1.201235380397455222e-03 8.343346788662415747e-01
1.114060364604473108e+01 3.995500828954474226e+00 1.115326002964144156e-03 8.343346788662415747e-01
1.170557939938568026e+01 3.897885963431626966e+00 1.035560651299153321e-03 8.343346788662415747e-01
1.229920688579286114e+01 3.802655945861253883e+00 9.614999199060200556e-04 8.343346788662415747e-01
1.292293912657355115e+01 3.709752511554612830e+00 8.927358284804300624e-04 8.343346788662415747e-01
1.357830283040725305e+01 3.619118819299013801e+00 8.288895744583508682e-04 8.343346788662415747e-01
1.426690213026875220e+01 3.530699416580600491e+00 7.696094462963603113e-04 8.343346788662415747e-01
1.499042250986253677e+01 3.444440205656772669e+00 7.145688859889878569e-04 8.343346788662415747e-01
1.575063492917928976e+01 3.360288410457506814e+00 6.634646901500205769e-04 8.343346788662415747e-01
1.654940015927259367e+01 3.278192544295310817e+00 6.160153397480093787e-04 8.343346788662415747e-01
1.738867333686611971e+01 3.198102378364065412e+00 5.719594492949565219e-04 8.343346788662415747e-01
1.827050874993939544e+01 3.119968911007485080e+00 5.310543269451881414e-04 8.343346788662415747e-01
1.919706486600624729e+01 3.043744337738367722e+00 4.930746375723763257e-04 8.343346788662415747e-01
2.017060961539310426e+01 2.969382021990329523e+00 4.578111614599905850e-04 8.343346788662415747e-01
2.119352594244947596e+01 2.896836466584101544e+00 4.250696417671262907e-04 8.343346788662415747e-01
2.226831763827804522e+01 2.826063285890935806e+00 3.946697144207209312e-04 8.343346788662415747e-01
2.339761546926121838e+01 2.757019178676100246e+00 3.664439145392291652e-04 8.343346788662415747e-01
2.458418361638500826e+01 2.689661901605829630e+00 3.402367539144107722e-04 8.343346788662415747e-01
2.583092644112147340e+01 2.623950243401548921e+00 3.159038644693412993e-04 8.343346788662415747e-01
2.714089559443110389e+01 2.559843999625518673e+00 2.933112029741740193e-04 8.343346788662415747e-01
2.851729748628510919e+01 2.497303948082518321e+00 2.723343126386684786e-04 8.343346788662415747e-01
2.996350113399157777e+01 2.436291824822481189e+00 2.528576375137854635e-04 8.343346788662415747e-01
3.148304640853506697e+01 2.376770300729420526e+00 2.347738859255834600e-04 8.343346788662415747e-01
3.307965269911476724e+01 2.318702958682312687e+00 2.179834394347444416e-04 8.343346788662415747e-01
3.475722801708908349e+01 2.262054271273973516e+00 2.023938040658507514e-04 8.343346788662415747e-01
3.651987856161048285e+01 2.206789579074279750e+00 1.879191007833820614e-04 8.343346788662415747e-01
3.837191877036446641e+01 2.152875069424452281e+00 1.744795924076077045e-04 8.343346788662415747e-01
4.031788188001345929e+01 2.100277755749423658e+00 1.620012443642829009e-04 8.343346788662415747e-01
4.236253102219521338e+01 2.048965457375615085e+00 1.504153168484345497e-04 8.343346788662415747e-01
4.451087088223422228e+01 1.998906779841811421e+00 1.396579861555878350e-04 8.343346788662415747e-01
4.676815994910450058e+01 1.950071095691039869e+00 1.296699930944388316e-04 8.343346788662415747e-01
4.913992338662669113e+01 1.902428525731747699e+00 1.203963165441867948e-04 8.343346788662415747e-01
5.163196655740519958e+01 1.855949920756779337e+00 1.117858703582339446e-04 8.343346788662415747e-01
5.425038923260748192e+01 1.810606843708983948e+00 1.037912219445823647e-04 8.343346788662415747e-01
5.700160052236680031e+01 1.766371552282539836e+00 9.636833097266360578e-05 8.343346788662415747e-01
5.989233456335367833e+01 1.723216981949347693e+00 8.947630676720816139e-05 8.343346788662415747e-01
6.292966700191433915e+01 1.681116729400109699e+00 8.307718305270399414e-05 8.343346788662415747e-01
6.612103231312204343e+01 1.640045036389964350e+00 7.713570880757357451e-05 8.343346788662415747e-01
6.947424199813316648e+01 1.599976773978788236e+00 7.161915407594122117e-05 8.343346788662415747e-01
7.299750370438927405e+01 1.560887427156530505e+00 6.649712966726228967e-05 8.343346788662415747e-01
7.669944131546641586e+01 1.522753079844166413e+00 6.174141975058761774e-05 8.343346788662415747e-01
8.058911605974476799e+01 1.485550400261095083e+00 5.732582642127138608e-05 8.343346788662415747e-01
8.467604868956688335e+01 1.449256626650029078e+00 5.322602538388268735e-05 8.343346788662415747e-01
8.897024278517207563e+01 1.413849553350645660e+00 4.941943195631813557e-05 8.343346788662415747e-01
9.348220924044809976e+01 1.379307517213469891e+00 4.588507665696756966e-05 8.343346788662415747e-01
9.822299199043395390e+01 1.345609384345686887e+00 4.260348968957778553e-05 8.343346788662415747e-01
1.032041950435467470e+02 1.312734537180767713e+00 3.955659368947237874e-05 8.343346788662415747e-01
1.084380108846995370e+02 1.280662861864001911e+00 3.672760414029629114e-05 8.343346788662415747e-01
1.139372503188326533e+02 1.249374735946212622e+00 3.410093691270769007e-05 8.343346788662415747e-01
1.197153738279060207e+02 1.218851016378133423e+00 3.166212241567378522e-05 8.343346788662415747e-01
1.257865245181047698e+02 1.189073027798095650e+00 2.939772588745312893e-05 8.343346788662415747e-01
1.321655627379041107e+02 1.160022551105858835e+00 2.729527338716916722e-05 8.343346788662415747e-01
1.388681024517271965e+02 1.131681812315598279e+00 2.534318307928310214e-05 8.343346788662415747e-01
1.459105494582274503e+02 1.104033471681228340e+00 2.353070143243112027e-05 8.343346788662415747e-01
1.533101415467424999e+02 1.077060613087406526e+00 2.184784398116255117e-05 8.343346788662415747e-01
1.610849906902112423e+02 1.050746733699727598e+00 2.028534032425170658e-05 8.343346788662415747e-01
1.692541273778299740e+02 1.025075733867771177e+00 1.883458305659387725e-05 8.343346788662415747e-01
1.778375471959567165e+02 1.000031907274842702e+00 1.748758035336629967e-05 8.343346788662415747e-01
1.868562597712858349e+02 9.755999313283544305e-01 1.623691194525164920e-05 8.343346788662415747e-01
1.963323401960870171e+02 9.517648577849870950e-01 1.507568824220479462e-05 8.343346788662415747e-01
2.062889830613825666e+02 9.285121036048894494e-01 1.399751238058641344e-05 8.343346788662415747e-01
2.167505592303204480e+02 9.058274420293226381e-01 1.299644498459165538e-05 8.343346788662415747e-01
2.277426754907079953e+02 8.836969938762848642e-01 1.206697144785391098e-05 8.343346788662415747e-01
2.392922372327170137e+02 8.621072190487948372e-01 1.120397155498724797e-05 8.343346788662415747e-01
2.514275143051757482e+02 8.410449082506397112e-01 1.040269127572089974e-05 8.343346788662415747e-01
2.641782102116439432e+02 8.204971749045189000e-01 9.658716576247420384e-06 8.343346788662415747e-01
2.775755348156455966e+02 8.004514472676312886e-01 8.967949103518090315e-06 8.343346788662415747e-01
2.916522807330147202e+02 7.808954607398934655e-01 8.326583608537459211e-06 8.343346788662415747e-01
3.064429035983424683e+02 7.618172503600761925e-01 7.731086984287857989e-06 8.343346788662415747e-01
3.219836064019941659e+02 7.432051434852684491e-01 7.178178802809571348e-06 8.343346788662415747e-01
3.383124281041274344e+02 7.250477526491898583e-01 6.664813244220786222e-06 8.343346788662415747e-01
3.554693367426101531e+02 7.073339685949855404e-01 6.188162318129309105e-06 8.343346788662415747e-01
3.734963272627393849e+02 6.900529534782372520e-01 5.745600285007316425e-06 8.343346788662415747e-01
3.924375243082203610e+02 6.731941342360332481e-01 5.334689191710765890e-06 8.343346788662415747e-01
4.123392902250082557e+02 6.567471961180360029e-01 4.953165441462543267e-06 8.343346788662415747e-01
4.332503385423638065e+02 6.407020763756017256e-01 4.598927324317302501e-06 8.343346788662415747e-01
4.552218532089046903e+02 6.250489581050747701e-01 4.270023439416400329e-06 8.343346788662415747e-01
4.783076138754976228e+02 6.097782642415001675e-01 3.964641945254507274e-06 8.343346788662415747e-01
5.025641275316463066e+02 5.948806516990780002e-01 3.681100578740549027e-06 8.343346788662415747e-01
5.280507668175828258e+02 5.803470056547733735e-01 3.417837388070650395e-06 8.343346788662415747e-01
5.548299153506109178e+02 5.661684339715831182e-01 3.173402128363027380e-06 8.343346788662415747e-01
5.829671204214145064e+02 5.523362617580489520e-01 2.946448272655743316e-06 8.343346788662415747e-01
6.125312534340839647e+02 5.388420260606899825e-01 2.735725594258143672e-06 8.343346788662415747e-01
6.435946784825692930e+02 5.256774706861047086e-01 2.540073279594113346e-06 8.343346788662415747e-01
6.762334294761938054e+02 5.128345411495732753e-01 2.358413533597688905e-06 8.343346788662415747e-01
7.105273962477594978e+02 5.003053797470750075e-01 2.189745642434983339e-06 8.343346788662415747e-01
7.465605200998037390e+02 4.880823207476984726e-01 2.033140460845466235e-06 8.343346788662415747e-01
7.844209992676217098e+02 4.761578857035108081e-01 1.887735293734991201e-06 8.343346788662415747e-01
8.242015048019893584e+02 4.645247788740088368e-01 1.752729143824554718e-06 8.343346788662415747e-01
8.659994073999849888e+02 4.531758827623584285e-01 1.627378299175466927e-06 8.343346788662415747e-01
9.099170157391275779e+02 4.421042537606894585e-01 1.510992236283792689e-06 8.343346788662415747e-01
9.560618268982143491e+02 4.313031179017783878e-01 1.402929816175289125e-06 8.343346788662415747e-01
1.004546789477787684e+03 4.207658667145264819e-01 1.302595752546253745e-06 8.343346788662415747e-01
1.055490580064301184e+03 4.104860531806894253e-01 1.209437332494141782e-06 8.343346788662415747e-01
1.109017893714653610e+03 4.004573877903928047e-01 1.122941371773440520e-06 8.343346788662415747e-01
1.165259749172143756e+03 3.906737346940125644e-01 1.042631387804066369e-06 8.343346788662415747e-01
1.224353809560886020e+03 3.811291079480725874e-01 9.680649748592210019e-07 8.343346788662415747e-01
1.286444719343687666e+03 3.718176678528570811e-01 8.988313669732868487e-07 8.343346788662415747e-01
1.351684458368128617e+03 3.627337173795008862e-01 8.345491751445225517e-07 8.343346788662415747e-01
1.420232713867452958e+03 3.538716986843708501e-01 7.748642863674156033e-07 8.343346788662415747e-01
1.492257271326833461e+03 3.452261897086021936e-01 7.194479129210168246e-07 8.343346788662415747e-01
1.567934425171697285e+03 3.367919008607162534e-01 6.679947811673649423e-07 8.343346788662415747e-01
1.647449410283397128e+03 3.285636717802817297e-01 6.202214498825323029e-07 8.343346788662415747e-01
1.730996855398402886e+03 3.205364681806474603e-01 5.758647488564905873e-07 8.343346788662415747e-01
1.818781259500845408e+03 3.127053787688076070e-01 5.346803291604253367e-07 8.343346788662415747e-01
1.911017492374429366e+03 3.050656122405209780e-01 4.964413170953537580e-07 8.343346788662415747e-01
2.007931320538963519e+03 2.976124943488408503e-01 4.609370644069897365e-07 8.343346788662415747e-01
2.109759959858804905e+03 2.903414650442658895e-01 4.279719878821537339e-07 8.343346788662415747e-01
2.216752656175846369e+03 2.832480756847600700e-01 3.973644919343680708e-07 8.343346788662415747e-01
2.329171295388287490e+03 2.763279863139342929e-01 3.689459682434570322e-07 8.343346788662415747e-01
2.447291044468427572e+03 2.695769630057268662e-01 3.425598669384505748e-07 8.343346788662415747e-01
2.571401024988559584e+03 2.629908752739548716e-01 3.180608342071776796e-07 8.343346788662415747e-01
2.701805020803486968e+03 2.565656935451550713e-01 2.953139115818910558e-07 8.343346788662415747e-01
2.838822221621933295e+03 2.502974866931644282e-01 2.741937924899925060e-07 8.343346788662415747e-01
2.982788004286796877e+03 2.441824196339358877e-01 2.545841319744160060e-07 8.343346788662415747e-01
3.134054753676679411e+03 2.382167509791136839e-01 2.363769057810907432e-07 8.343346788662415747e-01
3.292992725237935247e+03 2.323968307469357064e-01 2.194718152828846642e-07 8.343346788662415747e-01
3.459990951258485893e+03 2.267190981290615748e-01 2.037757349619132985e-07 8.343346788662415747e-01
3.635458193101720099e+03 2.211800793119584885e-01 1.892021994065410430e-07 8.343346788662415747e-01
3.819823941731182003e+03 2.157763853515146935e-01 1.756709269970896329e-07 8.343346788662415747e-01
4.013539468975128784e+03 2.105047100995773579e-01 1.631073776563607457e-07 8.343346788662415747e-01
4.217078932104030173e+03 2.053618281811488422e-01 1.514423422287483515e-07 8.343346788662415747e-01
4.430940534424800717e+03 2.003445930210012715e-01 1.406115612259364941e-07 8.343346788662415747e-01
4.655647744732417777e+03 1.954499349185045143e-01 1.305553708389624559e-07 8.343346788662415747e-01
4.891750578603911890e+03 1.906748591694872597e-01 1.212183742666178616e-07 8.343346788662415747e-01
5.139826944670843659e+03 1.860164442339838908e-01 1.125491365496288148e-07 8.343346788662415747e-01
5.400484059165573854e+03 1.814718399487459111e-01 1.044999012295402783e-07 8.343346788662415747e-01
5.674359932203758945e+03 1.770382657834225215e-01 9.702632727145229458e-08 8.343346788662415747e-01
5.962124929440929918e+03 1.727130091393464517e-01 9.008724480139294889e-08 8.343346788662415747e-01
6.264483412925771518e+03 1.684934236898809057e-01 8.364442831274667487e-08 8.343346788662415747e-01
6.582175465166237700e+03 1.643769277613152668e-01 7.766238609239882214e-08 8.343346788662415747e-01
6.915978700628701517e+03 1.603610027533160509e-01 7.210816470659854956e-08 8.343346788662415747e-01
7.266710169103916996e+03 1.564431915979696275e-01 6.695116746951021582e-08 8.343346788662415747e-01
7.635228355598897906e+03 1.526210972564708279e-01 6.216298589444225219e-08 8.343346788662415747e-01
8.022435281649643912e+03 1.488923812525403401e-01 5.771724319926762557e-08 8.343346788662415747e-01
8.429278713198178593e+03 1.452547622416724693e-01 5.358944900394896536e-08 8.343346788662415747e-01
8.856754480438206883e+03 1.417060146153368561e-01 4.975686441973520253e-08 8.343346788662415747e-01
9.305908915307440111e+03 1.382439671392825808e-01 4.619837678684621575e-08 8.343346788662415747e-01
9.777841412593146742e+03 1.348665016251088811e-01 4.289438337060640819e-08 8.343346788662415747e-01
1.027370712091940550e+04 1.315715516342921554e-01 3.982668337534383527e-08 8.343346788662415747e-01
1.079471977020313898e+04 1.283571012138739476e-01 3.697837768118642377e-08 8.343346788662415747e-01
1.134215464249931028e+04 1.252211836630388597e-01 3.433377575143526631e-08 8.343346788662415747e-01
1.191735169350746764e+04 1.221618803298249317e-01 3.187830919769058645e-08 8.343346788662415747e-01
1.252171883237959810e+04 1.191773194372335032e-01 2.959845152658697263e-08 8.343346788662415747e-01
1.315673536785778560e+04 1.162656749380173993e-01 2.748164362604236188e-08 8.343346788662415747e-01
1.382395562917660391e+04 1.134251653974479718e-01 2.551622458054575468e-08 8.343346788662415747e-01
1.452501277059268250e+04 1.106540529033790965e-01 2.369136743436524320e-08 8.343346788662415747e-01
1.526162276885485699e+04 1.079506420029368585e-01 2.199701954881035925e-08 8.343346788662415747e-01
1.603558862339816005e+04 1.053132786651899688e-01 2.042384722499700673e-08 8.343346788662415747e-01
1.684880476954353799e+04 1.027403492691616599e-01 1.896318428705394180e-08 8.343346788662415747e-01
1.770326171550509025e+04 1.002302796165659426e-01 1.760698434253105959e-08 8.343346788662415747e-01
1.860105091455451475e+04 9.778153396866455516e-02 1.634777645702535835e-08 8.343346788662415747e-01
1.954436988426891548e+04 9.539261410665410279e-02 1.517862399884747507e-08 8.343346788662415747e-01
2.053552758539217757e+04 9.306205841500862774e-02 1.409308642701550071e-08 8.343346788662415747e-01
2.157695007347521823e+04 9.078844098721855493e-02 1.308518381207740115e-08 8.343346788662415747e-01
2.267118643712947232e+04 8.857037075337630128e-02 1.214936389431572600e-08 8.343346788662415747e-01
2.382091503742829809e+04 8.640649062907597433e-02 1.128047149786789781e-08 8.343346788662415747e-01
2.502895006372774515e+04 8.429547668510808944e-02 1.047372013227345758e-08 8.343346788662415747e-01
2.629824842195523161e+04 8.223603733743699296e-02 9.724665625007240244e-09 8.343346788662415747e-01
2.763191697222420771e+04 8.022691255697074475e-02 9.029181639749435727e-09 8.343346788662415747e-01
2.903322013349221743e+04 7.826687309863557263e-02 8.383436945527666879e-09 8.343346788662415747e-01
