# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     5.46161627692311E-10   5.46161627692311E-10
    1      1      0     7.72435437142034E-01   7.72435437142034E-01
    2      1      1     3.48375282002412E-04   6.96750564004824E-04
    3      1      2     1.16589825188780E-06   3.49769475566341E-06
    3      2      1     2.65324104642069E-05   7.95972313926208E-05
    4      2      2     5.66961785396144E-02   2.26784714158458E-01
    6      3      3     1.18149878723652E-13   7.08899272341911E-13
    7      3      4     3.79624740695950E-10   2.65737318487165E-09
    7      4      3     7.27002812672335E-13   5.08901968870634E-12
    9      4      5     1.52926313449715E-15   1.37633682104743E-14
   10      5      5     7.66655127501425E-19   7.66655127501425E-18
   11      5      6     5.60201471685669E-18   6.16221618854236E-17
   12      6      6     2.52631467515964E-16   3.03157761019157E-15
   13      6      7     1.45617769068381E-18   1.89303099788895E-17
   14      6      8     2.87604123544712E-20   4.02645772962596E-19
