# time[s], T9[GK], density[g/cm^3], Ye 
# 
5.304517024878862230e+00 5.790321299774816133e+00 3.090151804235900714e-03 8.343346788662415747e-01
5.573526101716886672e+00 5.648856822802224897e+00 2.869151805394299336e-03 8.343346788662415747e-01
5.856177491904428045e+00 5.510848492252097053e+00 2.663957178774553538e-03 8.343346788662415747e-01
6.153163040920136773e+00 5.376211870332350706e+00 2.473437563325167100e-03 8.343346788662415747e-01
6.465209679946537946e+00 5.244864582167188871e+00 2.296543438615718680e-03 8.343346788662415747e-01
6.793081205178639337e+00 5.116726265397581130e+00 2.132300343315984316e-03 8.343346788662415747e-01
7.137580147366985095e+00 4.991718521013079446e+00 1.979803507155115244e-03 8.343346788662415747e-01
7.499549736171244874e+00 4.869764865384855312e+00 1.838212866789773513e-03 8.343346788662415747e-01
7.879875964132470045e+00 4.750790683470639486e+00 1.706748438125044176e-03 8.343346788662415747e-01
8.279489755315998067e+00 4.634723183162916094e+00 1.584686019595477231e-03 8.343346788662415747e-01
8.699369243933212204e+00 4.521491350752444127e+00 1.471353202736823971e-03 8.343346788662415747e-01
9.140542168519502297e+00 4.411025907479864117e+00 1.366125668071798988e-03 8.343346788662415747e-01
9.604088387528690873e+00 4.303259267148790812e+00 1.268423745904903241e-03 8.343346788662415747e-01
1.009114252250130583e+01 4.198125494774478383e+00 1.177709223080689429e-03 8.343346788662415747e-01
1.060289673527640275e+01 4.095560266242745051e+00 1.093482378114757174e-03 8.343346788662415747e-01
1.114060364604473108e+01 3.995500828954474226e+00 1.015279228364828141e-03 8.343346788662415747e-01
1.170557939938568026e+01 3.897885963431626966e+00 9.426689740773338969e-04 8.343346788662415747e-01
1.229920688579286114e+01 3.802655945861253883e+00 8.752516252294449987e-04 8.343346788662415747e-01
1.292293912657355115e+01 3.709752511554612830e+00 8.126557980934880163e-04 8.343346788662415747e-01
1.357830283040725305e+01 3.619118819299013801e+00 7.545366693856054175e-04 8.343346788662415747e-01
1.426690213026875220e+01 3.530699416580600491e+00 7.005740767286413760e-04 8.343346788662415747e-01
1.499042250986253677e+01 3.444440205656772669e+00 6.504707549652077522e-04 8.343346788662415747e-01
1.575063492917928976e+01 3.360288410457506814e+00 6.039506986052739067e-04 8.343346788662415747e-01
1.654940015927259367e+01 3.278192544295310817e+00 5.607576413874416910e-04 8.343346788662415747e-01
1.738867333686611971e+01 3.198102378364065412e+00 5.206536445782336065e-04 8.343346788662415747e-01
1.827050874993939544e+01 3.119968911007485080e+00 4.834177862327191581e-04 8.343346788662415747e-01
1.919706486600624729e+01 3.043744337738367722e+00 4.488449441959645788e-04 8.343346788662415747e-01
2.017060961539310426e+01 2.969382021990329523e+00 4.167446661412122118e-04 8.343346788662415747e-01
2.119352594244947596e+01 2.896836466584101544e+00 3.869401204201242898e-04 8.343346788662415747e-01
2.226831763827804522e+01 2.826063285890935806e+00 3.592671219456168271e-04 8.343346788662415747e-01
2.339761546926121838e+01 2.757019178676100246e+00 3.335732277411415235e-04 8.343346788662415747e-01
2.458418361638500826e+01 2.689661901605829630e+00 3.097168971740382141e-04 8.343346788662415747e-01
2.583092644112147340e+01 2.623950243401548921e+00 2.875667122469223068e-04 8.343346788662415747e-01
2.714089559443110389e+01 2.559843999625518673e+00 2.670006536518923089e-04 8.343346788662415747e-01
2.851729748628510919e+01 2.497303948082518321e+00 2.479054285995536673e-04 8.343346788662415747e-01
