# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      1      0     7.50999376244822E-01   7.50999376244822E-01
    2      1      1     2.47699572189793E-05   4.95399144379586E-05
    4      2      2     6.22312063635811E-02   2.48924825454324E-01
