# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     2.54531771709839E-10   2.54531771709839E-10
    1      1      0     7.66222677545915E-01   7.66222677545915E-01
    2      1      1     2.01563644591253E-04   4.03127289182505E-04
    3      1      2     6.82580596437920E-07   2.04774178931376E-06
    3      2      1     2.08495383122425E-05   6.25486149367274E-05
    4      2      2     5.83273993139580E-02   2.33309597255832E-01
    6      3      3     7.05879627266699E-14   4.23527776360019E-13
    7      3      4     1.82701510076718E-10   1.27891057053703E-09
    7      4      3     2.63884624768481E-12   1.84719237337936E-11
    9      4      5     4.12208049434573E-16   3.70987244491115E-15
   10      5      5     3.97933421578651E-19   3.97933421578651E-18
   11      5      6     2.22765176326643E-18   2.45041693959307E-17
   12      6      6     3.07212860367458E-16   3.68655432440950E-15
   13      6      7     2.02140825669949E-18   2.62783073370934E-17
   14      6      8     5.30861713741244E-20   7.43206399237742E-19
