# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     9.13254657377388E-12   9.13254657377388E-12
    1      1      0     7.49064030492711E-01   7.49064030492711E-01
    2      1      1     1.84955894536672E-05   3.69911789073344E-05
    3      1      2     6.07114976071293E-08   1.82134492821388E-07
    3      2      1     7.61322079561144E-06   2.28396623868343E-05
    4      2      2     6.27189884138817E-02   2.50875953655527E-01
    6      3      3     7.26771071125752E-15   4.36062642675451E-14
    7      3      4     2.18420121324671E-11   1.52894084927270E-10
    7      4      3     3.87700849305349E-10   2.71390594513745E-09
    9      4      5     3.77594312065426E-18   3.39834880858884E-17
   11      5      6     3.74020400172468E-16   4.11422440189715E-15
   12      6      6     6.87259192060004E-16   8.24711030472005E-15
   13      6      7     1.55045775614219E-17   2.01559508298485E-16
   14      6      8     1.49158722428690E-18   2.08822211400165E-17
