# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     1.34044959388899E-10   1.34044959388899E-10
    1      1      0     7.62022538201850E-01   7.62022538201850E-01
    2      1      1     1.27073584479522E-04   2.54147168959044E-04
    3      1      2     4.33573079694537E-07   1.30071923908361E-06
    3      2      1     1.71589218520017E-05   5.14767655560052E-05
    4      2      2     5.94176340562380E-02   2.37670536224952E-01
    6      3      3     4.55348298809695E-14   2.73208979285817E-13
    7      3      4     1.04000152762942E-10   7.28001069340593E-10
    7      4      3     8.16007636573194E-12   5.71205345601236E-11
    9      4      5     1.43943019288989E-16   1.29548717360090E-15
   10      5      5     1.75689795964023E-19   1.75689795964023E-18
   11      5      6     1.32870916915317E-18   1.46158008606848E-17
   12      6      6     3.53073136785385E-16   4.23687764142462E-15
   13      6      7     2.75058321821576E-18   3.57575818368049E-17
   14      6      8     9.17640947709318E-20   1.28469732679305E-18
