# time[s], T9[GK], density[g/cm^3], Ye 
# 
5.304517024878862230e+00 5.790321299774816133e+00 1.390083982824967318e-03 8.343346788662415747e-01
5.573526101716886672e+00 5.648856822802224897e+00 1.290668621361840259e-03 8.343346788662415747e-01
5.856177491904428045e+00 5.510848492252097053e+00 1.198363200173515166e-03 8.343346788662415747e-01
6.153163040920136773e+00 5.376211870332350706e+00 1.112659233951813218e-03 8.343346788662415747e-01
6.465209679946537946e+00 5.244864582167188871e+00 1.033084602997639320e-03 8.343346788662415747e-01
6.793081205178639337e+00 5.116726265397581130e+00 9.592009524427405663e-04 8.343346788662415747e-01
7.137580147366985095e+00 4.991718521013079446e+00 8.906012774726868421e-04 8.343346788662415747e-01
7.499549736171244874e+00 4.869764865384855312e+00 8.269076812487110781e-04 8.343346788662415747e-01
7.879875964132470045e+00 4.750790683470639486e+00 7.677692931774288002e-04 8.343346788662415747e-01
8.279489755315998067e+00 4.634723183162916094e+00 7.128603360607462360e-04 8.343346788662415747e-01
8.699369243933212204e+00 4.521491350752444127e+00 6.618783314784164058e-04 8.343346788662415747e-01
9.140542168519502297e+00 4.411025907479864117e+00 6.145424335171899592e-04 8.343346788662415747e-01
9.604088387528690873e+00 4.303259267148790812e+00 5.705918816675224770e-04 8.343346788662415747e-01
1.009114252250130583e+01 4.198125494774478383e+00 5.297845643652806863e-04 8.343346788662415747e-01
1.060289673527640275e+01 4.095560266242745051e+00 4.918956852653831808e-04 8.343346788662415747e-01
1.114060364604473108e+01 3.995500828954474226e+00 4.567165249002441154e-04 8.343346788662415747e-01
1.170557939938568026e+01 3.897885963431626966e+00 4.240532909013397197e-04 8.343346788662415747e-01
1.229920688579286114e+01 3.802655945861253883e+00 3.937260504500744067e-04 8.343346788662415747e-01
1.292293912657355115e+01 3.709752511554612830e+00 3.655677390771190226e-04 8.343346788662415747e-01
1.357830283040725305e+01 3.619118819299013801e+00 3.394232403499611176e-04 8.343346788662415747e-01
1.426690213026875220e+01 3.530699416580600491e+00 3.151485313789232972e-04 8.343346788662415747e-01
1.499042250986253677e+01 3.444440205656772669e+00 2.926098894344714846e-04 8.343346788662415747e-01
1.575063492917928976e+01 3.360288410457506814e+00 2.716831553052888055e-04 8.343346788662415747e-01
1.654940015927259367e+01 3.278192544295310817e+00 2.522530493391525268e-04 8.343346788662415747e-01
1.738867333686611971e+01 3.198102378364065412e+00 2.342125363988736689e-04 8.343346788662415747e-01
1.827050874993939544e+01 3.119968911007485080e+00 2.174622362350155439e-04 8.343346788662415747e-01
1.919706486600624729e+01 3.043744337738367722e+00 2.019098760272898334e-04 8.343346788662415747e-01
2.017060961539310426e+01 2.969382021990329523e+00 1.874697820788397086e-04 8.343346788662415747e-01
2.119352594244947596e+01 2.896836466584101544e+00 1.740624078632861422e-04 8.343346788662415747e-01
2.226831763827804522e+01 2.826063285890935806e+00 1.616138958246795317e-04 8.343346788662415747e-01
2.339761546926121838e+01 2.757019178676100246e+00 1.500556705164338654e-04 8.343346788662415747e-01
2.458418361638500826e+01 2.689661901605829630e+00 1.393240608379546247e-04 8.343346788662415747e-01
2.583092644112147340e+01 2.623950243401548921e+00 1.293599492879693642e-04 8.343346788662415747e-01
2.714089559443110389e+01 2.559843999625518673e+00 1.201084463023870650e-04 8.343346788662415747e-01
2.851729748628510919e+01 2.497303948082518321e+00 1.115185878827106366e-04 8.343346788662415747e-01
2.996350113399157777e+01 2.436291824822481189e+00 1.035430548493132367e-04 8.343346788662415747e-01
3.148304640853506697e+01 2.376770300729420526e+00 9.613791217302579796e-05 8.343346788662415747e-01
3.307965269911476724e+01 2.318702958682312687e+00 8.926236694908284118e-05 8.343346788662415747e-01
3.475722801708908349e+01 2.262054271273973516e+00 8.287854368017270185e-05 8.343346788662415747e-01
3.651987856161048285e+01 2.206789579074279750e+00 7.695127563068583957e-05 8.343346788662415747e-01
3.837191877036446641e+01 2.152875069424452281e+00 7.144791110279118953e-05 8.343346788662415747e-01
4.031788188001345929e+01 2.100277755749423658e+00 6.633813356716756733e-05 8.343346788662415747e-01
4.236253102219521338e+01 2.048965457375615085e+00 6.159379465753804647e-05 8.343346788662415747e-01
4.451087088223422228e+01 1.998906779841811421e+00 5.718875910902349941e-05 8.343346788662415747e-01
4.676815994910450058e+01 1.950071095691039869e+00 5.309876078611846899e-05 8.343346788662415747e-01
4.913992338662669113e+01 1.902428525731747699e+00 4.930126900719133373e-05 8.343346788662415747e-01
5.163196655740519958e+01 1.855949920756779337e+00 4.577536442912388972e-05 8.343346788662415747e-01
5.425038923260748192e+01 1.810606843708983948e+00 4.250162380837411557e-05 8.343346788662415747e-01
5.700160052236680031e+01 1.766371552282539836e+00 3.946201300364232792e-05 8.343346788662415747e-01
5.989233456335367833e+01 1.723216981949347693e+00 3.663978763072132445e-05 8.343346788662415747e-01
6.292966700191433915e+01 1.681116729400109699e+00 3.401940082226542766e-05 8.343346788662415747e-01
6.612103231312204343e+01 1.640045036389964350e+00 3.158641758435242408e-05 8.343346788662415747e-01
6.947424199813316648e+01 1.599976773978788236e+00 2.932743527805168940e-05 8.343346788662415747e-01
7.299750370438927405e+01 1.560887427156530505e+00 2.723000978795372712e-05 8.343346788662415747e-01
7.669944131546641586e+01 1.522753079844166413e+00 2.528258697094341761e-05 8.343346788662415747e-01
8.058911605974476799e+01 1.485550400261095083e+00 2.347443900758705378e-05 8.343346788662415747e-01
8.467604868956688335e+01 1.449256626650029078e+00 2.179560530551046465e-05 8.343346788662415747e-01
8.897024278517207563e+01 1.413849553350645660e+00 2.023683762922122041e-05 8.343346788662415747e-01
9.348220924044809976e+01 1.379307517213469891e+00 1.878954915410974122e-05 8.343346788662415747e-01
9.822299199043395390e+01 1.345609384345686887e+00 1.744576716398216806e-05 8.343346788662415747e-01
1.032041950435467470e+02 1.312734537180767713e+00 1.619808913154833317e-05 8.343346788662415747e-01
1.084380108846995370e+02 1.280662861864001911e+00 1.503964193992453620e-05 8.343346788662415747e-01
1.139372503188326533e+02 1.249374735946212622e+00 1.396404402051317201e-05 8.343346788662415747e-01
1.197153738279060207e+02 1.218851016378133423e+00 1.296537019868758078e-05 8.343346788662415747e-01
1.257865245181047698e+02 1.189073027798095650e+00 1.203811905362630926e-05 8.343346788662415747e-01
1.321655627379041107e+02 1.160022551105858835e+00 1.117718261249108888e-05 8.343346788662415747e-01
1.388681024517271965e+02 1.131681812315598279e+00 1.037781821200213831e-05 8.343346788662415747e-01
1.459105494582274503e+02 1.104033471681228340e+00 9.635622372403908470e-06 8.343346788662415747e-01
1.533101415467424999e+02 1.077060613087406526e+00 8.946506539900028328e-06 8.343346788662415747e-01
1.610849906902112423e+02 1.050746733699727598e+00 8.306674563929154244e-06 8.343346788662415747e-01
1.692541273778299740e+02 1.025075733867771177e+00 7.712601785210162935e-06 8.343346788662415747e-01
1.778375471959567165e+02 1.000031907274842702e+00 7.161015619358785090e-06 8.343346788662415747e-01
1.868562597712858349e+02 9.755999313283544305e-01 6.648877529115580293e-06 8.343346788662415747e-01
1.963323401960870171e+02 9.517648577849870950e-01 6.173366285875604679e-06 8.343346788662415747e-01
2.062889830613825666e+02 9.285121036048894494e-01 5.731862428311994205e-06 8.343346788662415747e-01
2.167505592303204480e+02 9.058274420293226381e-01 5.321933832480303826e-06 8.343346788662415747e-01
2.277426754907079953e+02 8.836969938762848642e-01 4.941322313913163739e-06 8.343346788662415747e-01
2.392922372327170137e+02 8.621072190487948372e-01 4.587931187899923690e-06 8.343346788662415747e-01
2.514275143051757482e+02 8.410449082506397112e-01 4.259813719424306508e-06 8.343346788662415747e-01
2.641782102116439432e+02 8.204971749045189000e-01 3.955162399133915408e-06 8.343346788662415747e-01
2.775755348156455966e+02 8.004514472676312886e-01 3.672298986265735731e-06 8.343346788662415747e-01
2.916522807330147202e+02 7.808954607398934655e-01 3.409665263677008904e-06 8.343346788662415747e-01
3.064429035983424683e+02 7.618172503600761925e-01 3.165814454053368959e-06 8.343346788662415747e-01
3.219836064019941659e+02 7.432051434852684491e-01 2.939403250008487595e-06 8.343346788662415747e-01
3.383124281041274344e+02 7.250477526491898583e-01 2.729184414171231583e-06 8.343346788662415747e-01
3.554693367426101531e+02 7.073339685949855404e-01 2.533999908496274370e-06 8.343346788662415747e-01
3.734963272627393849e+02 6.900529534782372520e-01 2.352774514949378489e-06 8.343346788662415747e-01
3.924375243082203610e+02 6.731941342360332481e-01 2.184509912425452754e-06 8.343346788662415747e-01
4.123392902250082557e+02 6.567471961180360029e-01 2.028279177270720922e-06 8.343346788662415747e-01
4.332503385423638065e+02 6.407020763756017256e-01 1.883221677113987758e-06 8.343346788662415747e-01
4.552218532089046903e+02 6.250489581050747701e-01 1.748538329878373046e-06 8.343346788662415747e-01
4.783076138754976228e+02 6.097782642415001675e-01 1.623487201856795477e-06 8.343346788662415747e-01
5.025641275316463066e+02 5.948806516990780002e-01 1.507379420602201517e-06 8.343346788662415747e-01
5.280507668175828258e+02 5.803470056547733735e-01 1.399575380117751515e-06 8.343346788662415747e-01
5.548299153506109178e+02 5.661684339715831182e-01 1.299481217442389381e-06 8.343346788662415747e-01
5.829671204214145064e+02 5.523362617580489520e-01 1.206545541222281919e-06 8.343346788662415747e-01
6.125312534340839647e+02 5.388420260606899825e-01 1.120256394246734023e-06 8.343346788662415747e-01
6.435946784825692930e+02 5.256774706861047086e-01 1.040138433216000577e-06 8.343346788662415747e-01
6.762334294761938054e+02 5.128345411495732753e-01 9.657503102051044638e-07 8.343346788662415747e-01
7.105273962477594978e+02 5.003053797470750075e-01 8.966822413988937381e-07 8.343346788662415747e-01
7.465605200998037390e+02 4.880823207476984726e-01 8.325537497051200095e-07 8.343346788662415747e-01
7.844209992676217098e+02 4.761578857035108081e-01 7.730115688102571936e-07 8.343346788662415747e-01
8.242015048019893584e+02 4.645247788740088368e-01 7.177276971320333972e-07 8.343346788662415747e-01
8.659994073999849888e+02 4.531758827623584285e-01 6.663975909484675028e-07 8.343346788662415747e-01
9.099170157391275779e+02 4.421042537606894585e-01 6.187384867498402121e-07 8.343346788662415747e-01
9.560618268982143491e+02 4.313031179017783878e-01 5.744878435718807680e-07 8.343346788662415747e-01
1.004546789477787684e+03 4.207658667145264819e-01 5.334018967294434336e-07 8.343346788662415747e-01
1.055490580064301184e+03 4.104860531806894253e-01 4.952543149835476821e-07 8.343346788662415747e-01
1.109017893714653610e+03 4.004573877903928047e-01 4.598349537445210258e-07 8.343346788662415747e-01
1.165259749172143756e+03 3.906737346940125644e-01 4.269486974429488717e-07 8.343346788662415747e-01
1.224353809560886020e+03 3.811291079480725874e-01 3.964143846913961574e-07 8.343346788662415747e-01
1.286444719343687666e+03 3.718176678528570811e-01 3.680638103158909637e-07 8.343346788662415747e-01
1.351684458368128617e+03 3.627337173795008862e-01 3.417407987596473882e-07 8.343346788662415747e-01
1.420232713867452958e+03 3.538716986843708501e-01 3.173003437546597585e-07 8.343346788662415747e-01
1.492257271326833461e+03 3.452261897086021936e-01 2.946078095218439844e-07 8.343346788662415747e-01
1.567934425171697285e+03 3.367919008607162534e-01 2.735381890993766000e-07 8.343346788662415747e-01
1.647449410283397128e+03 3.285636717802817297e-01 2.539754157135413946e-07 8.343346788662415747e-01
1.730996855398402886e+03 3.205364681806474603e-01 2.358117233986370201e-07 8.343346788662415747e-01
1.818781259500845408e+03 3.127053787688076070e-01 2.189470533437555256e-07 8.343346788662415747e-01
1.911017492374429366e+03 3.050656122405209780e-01 2.032885026961746140e-07 8.343346788662415747e-01
2.007931320538963519e+03 2.976124943488408503e-01 1.887498127849603337e-07 8.343346788662415747e-01
2.109759959858804905e+03 2.903414650442658895e-01 1.752508939455528790e-07 8.343346788662415747e-01
2.216752656175846369e+03 2.832480756847600700e-01 1.627173843277193010e-07 8.343346788662415747e-01
2.329171295388287490e+03 2.763279863139342929e-01 1.510802402564666183e-07 8.343346788662415747e-01
2.447291044468427572e+03 2.695769630057268662e-01 1.402753558893299290e-07 8.343346788662415747e-01
2.571401024988559584e+03 2.629908752739548716e-01 1.302432100748258626e-07 8.343346788662415747e-01
2.701805020803486968e+03 2.565656935451550713e-01 1.209285384667170089e-07 8.343346788662415747e-01
2.838822221621933295e+03 2.502974866931644282e-01 1.122800290878486022e-07 8.343346788662415747e-01
2.982788004286796877e+03 2.441824196339358877e-01 1.042500396665084875e-07 8.343346788662415747e-01
3.134054753676679411e+03 2.382167509791136839e-01 9.679433518818696157e-08 8.343346788662415747e-01
3.292992725237935247e+03 2.323968307469357064e-01 8.987184421698612639e-08 8.343346788662415747e-01
3.459990951258485893e+03 2.267190981290615748e-01 8.344443264431823772e-08 8.343346788662415747e-01
3.635458193101720099e+03 2.211800793119584885e-01 7.747669361853516650e-08 8.343346788662415747e-01
3.819823941731182003e+03 2.157763853515146935e-01 7.193575249827163449e-08 8.343346788662415747e-01
4.013539468975128784e+03 2.105047100995773579e-01 6.679108575504057299e-08 8.343346788662415747e-01
4.217078932104030173e+03 2.053618281811488422e-01 6.201435282746744737e-08 8.343346788662415747e-01
4.430940534424800717e+03 2.003445930210012715e-01 5.757924000089162066e-08 8.343346788662415747e-01
4.655647744732417777e+03 1.954499349185045143e-01 5.346131545231309499e-08 8.343346788662415747e-01
