# Generated Energy for each nuclear reaction type given in erg/g/s
#               time[s]              Engen(Total)                     S_src               Engen(weak)                Engen(n,g)                Engen(p,g)                Engen(a,g)                Engen(n,p)                Engen(n,a)                Engen(p,a)               Engen(fiss)
  7.18341181166812E+001     2.16869902868043E+008     2.16366987310857E+008     4.41747900014353E+005     4.83432745890861E-004     3.98800257313260E+003     4.84294154866034E+006     5.25148159015078E-005     1.16790218656164E-010     3.14496705975728E+002     0.00000000000000E+000
  9.51286668418835E+001     2.16992330173130E+008     2.16483394081777E+008     5.86486075524225E+005     4.83382876458134E-004     5.08509960203838E+003     4.84267471598256E+006     5.25094360414504E-005     1.54446124101271E-010     4.15969938375412E+002     0.00000000000000E+000
  2.03736487096604E+002     2.17335902904461E+008     2.16812908007922E+008     1.25617498934094E+006     4.83150567764298E-004     1.01612565744971E+004     4.84143101502348E+006     5.24842750132059E-005     3.28573947241749E-010     8.85476320755263E+002     0.00000000000000E+000
  3.12344307351324E+002     2.17895795161786E+008     2.17364883133900E+008     1.91748257585358E+006     4.82918588425566E-004     1.51738839234706E+004     4.84018792617430E+006     5.24589867901700E-005     5.00355448282396E-010     1.34910669178697E+003     0.00000000000000E+000
  4.57983152331864E+002     2.18542541098876E+008     2.18003726261331E+008     2.79125789566149E+006     4.82608026568164E-004     2.17969892965572E+004     4.83852195269838E+006     5.24248795305947E-005     7.27068205280806E-010     1.96169418335563E+003     0.00000000000000E+000
  6.03621997312404E+002     2.19269950612232E+008     2.18723991938910E+008     3.65035041077986E+006     4.82298047403297E-004     2.83088004772197E+004     4.83685707817404E+006     5.23905513226784E-005     9.49677293951556E-010     2.56398780110603E+003     0.00000000000000E+000
  7.49260842292944E+002     2.19982312799240E+008     2.19429909771390E+008     4.49501000117325E+006     4.81988644887979E-004     3.47112115308944E+004     4.83519330146189E+006     5.23560070889772E-005     1.16825570319599E-009     3.15616273188105E+003     0.00000000000000E+000
  1.09006080734380E+003     2.21137259653662E+008     2.20574699612058E+008     6.41649008113433E+006     4.81266852991995E-004     4.92757818155335E+004     4.83130428988601E+006     5.22743547767093E-005     1.66438007051910E-009     4.50327609336979E+003     0.00000000000000E+000
  1.43086077239465E+003     2.22694187056941E+008     2.22121457952088E+008     8.26321762983048E+006     4.80548114868040E-004     6.32737353886178E+004     4.82742126938348E+006     5.21916038423755E-005     2.13968450822542E-009     5.79798168201845E+003     0.00000000000000E+000
  1.77166073744550E+003     2.24177877646352E+008     2.23595935457946E+008     1.00380417451787E+007     4.79832361332567E-004     7.67266681307226E+004     4.82354422590980E+006     5.21078102554384E-005     2.59500056261906E-009     7.04227695476228E+003     0.00000000000000E+000
  2.38466834108263E+003     2.26130031389183E+008     2.25535632581142E+008     1.30581728475512E+007     4.78552214504811E-004     9.96188581383272E+004     4.81658546615243E+006     5.19546336887198E-005     3.36620769318314E-009     9.15963270150854E+003     0.00000000000000E+000
  2.99767594471976E+003     2.28457153948128E+008     2.27849433662753E+008     1.58695916808184E+007     4.77281142833079E-004     1.20929030055878E+005     4.80964591852352E+006     5.17985511465659E-005     4.07969865791593E-009     1.11306637144375E+004     0.00000000000000E+000
  3.61068354835688E+003     2.30583819717833E+008     2.29964489855094E+008     1.84863529330251E+007     4.76018804321688E-004     1.40763717029263E+005     4.80272550260685E+006     5.16398355576185E-005     4.73954176313733E-009     1.29652235095773E+004     0.00000000000000E+000
  4.22369115199401E+003     2.32523664607020E+008     2.31893989525088E+008     2.09215671971653E+007     4.74764879550908E-004     1.59222296057144E+005     4.79582413848859E+006     5.14787402079288E-005     5.34951841281808E-009     1.46725037127709E+004     0.00000000000000E+000
  5.26520217258128E+003     2.34855154497829E+008     2.34212816369887E+008     2.46769632478355E+007     4.72652895719349E-004     1.87687650204857E+005     4.78414205433425E+006     5.12002362031535E-005     6.28136169567568E-009     1.73053357828540E+004     0.00000000000000E+000
  6.30671319316855E+003     2.37400397066478E+008     2.36744406610483E+008     2.79979575885987E+007     4.70563007944341E-004     2.12860283132138E+005     4.77251435109145E+006     5.09165779096129E-005     7.09494834892794E-009     1.96336160317606E+004     0.00000000000000E+000
  7.34822421375582E+003     2.39539623587159E+008     2.38872467483007E+008     3.09331718531956E+007     4.68494021561372E-004     2.35108742014227E+005     4.76094064664171E+006     5.06286846825226E-005     7.80410739585153E-009     2.16914323001406E+004     0.00000000000000E+000
  8.38973523434308E+003     2.41319131365541E+008     2.40642392075132E+008     3.35257788893896E+007     4.66444869816968E-004     2.54760272766921E+005     4.74942056282711E+006     5.03373651370013E-005     8.42104991399843E-009     2.35090523712917E+004     0.00000000000000E+000
  9.43124625493035E+003     2.42780006011537E+008     2.42095104394193E+008     3.58141160305024E+007     4.64414598929976E-004     2.72105468584235E+005     4.73795372534813E+006     5.00433302583588E-005     8.95656030344813E-009     2.51133539262922E+004     0.00000000000000E+000
  1.07339032162846E+004     2.44082346321690E+008     2.43389665952826E+008     3.82995234128097E+007     4.61900544282450E-004     2.90944394954146E+005     4.72368610256146E+006     4.96726937889804E-005     9.52614876214232E-009     2.68558148338112E+004     0.00000000000000E+000
  1.20365601776388E+004     2.45172828897978E+008     2.44473039595474E+008     4.04203273401928E+007     4.59413215911744E-004     3.07019664404432E+005     4.70950047919299E+006     4.92998404591472E-005     9.99941335250530E-009     2.83426584308765E+004     0.00000000000000E+000
  1.33392171389931E+004     2.45932307213122E+008     2.45227067544232E+008     4.22268770436651E+007     4.56951318963767E-004     3.20712919121970E+005     4.69539614723423E+006     4.89256698832672E-005     1.03902678858144E-008     2.96091837382207E+004     0.00000000000000E+000
  1.46418741003473E+004     2.46407871693123E+008     2.45698342700093E+008     4.37625819284930E+007     4.54513717916297E-004     3.32353198100091E+005     4.68137240728986E+006     4.85509454295014E-005     1.07106320169254E-008     3.06858243764020E+004     0.00000000000000E+000
  1.59445310617016E+004     2.46640113270796E+008     2.45927194134509E+008     4.50648671536902E+007     4.52099414116409E-004     3.42224180336752E+005     4.66742856837978E+006     4.81763138732585E-005     1.09707177012470E-008     3.15988185074999E+004     0.00000000000000E+000
  1.74560172748573E+004     2.46654647467871E+008     2.45939135026133E+008     4.63258462241341E+007     4.49326111540656E-004     3.51782033671215E+005     4.65134862944133E+006     4.77424609559304E-005     1.12084612220800E-008     3.24828511266155E+004     0.00000000000000E+000
  1.89675034880131E+004     2.46445584395250E+008     2.45728123841535E+008     4.73589286595668E+007     4.46581782553260E-004     3.59612454638166E+005     4.63537429098401E+006     4.73101802516271E-005     1.13883871163843E-008     3.32071093920862E+004     0.00000000000000E+000
  2.04789897011688E+004     2.46039496101466E+008     2.45321164408253E+008     4.82002219385268E+007     4.43865375244140E-004     3.65989134342347E+005     4.61950451434834E+006     4.68800533146128E-005     1.15201553569283E-008     3.37969076563781E+004     0.00000000000000E+000
  2.19904759143245E+004     2.45469524476138E+008     2.44750828859925E+008     4.88801495165380E+007     4.41175966521566E-004     3.71142679555709E+005     4.60373827484202E+006     4.64525544849357E-005     1.16118474279425E-008     3.42735752962529E+004     0.00000000000000E+000
  2.42188311921052E+004     2.44573832747000E+008     2.43855383192662E+008     4.96413049023263E+007     4.37258568702971E-004     3.76911813188134E+005     4.58068111730171E+006     4.58278874644663E-005     1.16879193968127E-008     3.48071820631427E+004     0.00000000000000E+000
  2.64471864698859E+004     2.43301595857092E+008     2.42584461977532E+008     5.01733458176632E+007     4.33395839658821E-004     3.80944285123828E+005     4.55784361674139E+006     4.52107021660031E-005     1.17088038105110E-008     3.51801608672280E+004     0.00000000000000E+000
  2.86755417476666E+004     2.41852577180122E+008     2.41137559086888E+008     5.05282870379786E+007     4.29585853368619E-004     3.83634362174500E+005     4.53522264777506E+006     4.46016781757727E-005     1.16879550066056E-008     3.54289783877217E+004     0.00000000000000E+000
  3.09038970254473E+004     2.40272794200222E+008     2.39560395918912E+008     5.07464340188604E+007     4.25826950890278E-004     3.85287555664984E+005     4.51281514482487E+006     4.40012850112101E-005     1.16356882596979E-008     3.55818920940206E+004     0.00000000000000E+000
  3.31322523032280E+004     2.38598115975454E+008     2.37888805503014E+008     5.08589378041190E+007     4.22117683694182E-004     3.86139987383984E+005     4.49061810054997E+006     4.34098309869325E-005     1.15598919696151E-008     3.56607414501263E+004     0.00000000000000E+000
  3.53081712123284E+004     2.36876087514991E+008     2.36170212942891E+008     5.08901677342605E+007     4.18542363878403E-004     3.86376382272481E+005     4.46914364723096E+006     4.28411032707729E-005     1.14690088942632E-008     3.56826119624410E+004     0.00000000000000E+000
  3.74840901214288E+004     2.35129751432506E+008     2.34427420676837E+008     5.08613065750710E+007     4.15012066027698E-004     3.86157295621138E+005     4.44786435426914E+006     4.22811694707651E-005     1.13658135991351E-008     3.56623539074721E+004     0.00000000000000E+000
  3.96600090305293E+004     2.33354442407361E+008     2.32655892396464E+008     5.07858962742685E+007     4.11525808650773E-004     3.85585374015213E+005     4.42677757441985E+006     4.17300547026913E-005     1.12536201708755E-008     3.56094613085783E+004     0.00000000000000E+000
  4.18359279396297E+004     2.31561564268245E+008     2.30866835328140E+008     5.06745652732907E+007     4.08082684352443E-004     3.84741179950886E+005     4.40588070826518E+006     4.11877375715657E-005     1.11349957560501E-008     3.55313855792110E+004     0.00000000000000E+000
  4.43963305190296E+004     2.29600757591626E+008     2.28910295500300E+008     5.05087193376813E+007     4.04085256129777E-004     3.83483715878400E+005     4.38153113350089E+006     4.05607810936656E-005     1.09898313099965E-008     3.54150865380245E+004     0.00000000000000E+000
  4.69567330984296E+004     2.27479357139679E+008     2.26793597245061E+008     5.03150244716678E+007     4.00145088894081E-004     3.82015163563469E+005     4.35743690663896E+006     3.99457878367591E-005     1.08409336077344E-008     3.52792634294876E+004     0.00000000000000E+000
  4.95171356778296E+004     2.25364408032747E+008     2.24683408005917E+008     5.01013299660861E+007     3.96260967929307E-004     3.80395019793764E+005     4.33359403448234E+006     3.93425838271544E-005     1.06901037880212E-008     3.51294192487438E+004     0.00000000000000E+000
  5.20775382572295E+004     2.23262295058748E+008     2.22586054188875E+008     4.98734423897725E+007     3.92431743602073E-004     3.78667297727261E+005     4.30999860682347E+006     3.87509691965827E-005     1.05386439183906E-008     3.49696248739049E+004     0.00000000000000E+000
  5.46379408366295E+004     2.21177653355132E+008     2.20506205728410E+008     4.96356361613397E+007     3.88656320306731E-004     3.76864396975840E+005     4.28664679432127E+006     3.81707268688088E-005     1.03874867048959E-008     3.48028770192480E+004     0.00000000000000E+000
  5.80712703324961E+004     2.18764571595622E+008     2.18098606390465E+008     4.93066950012454E+007     3.83676338196610E-004     3.74370587820138E+005     4.25570938120887E+006     3.74101127835303E-005     1.01864285619630E-008     3.45722276528653E+004     0.00000000000000E+000
  6.15045998283627E+004     2.16038176673111E+008     2.15378548933502E+008     4.89711096642305E+007     3.78788781584690E-004     3.71826422906069E+005     4.22519444962761E+006     3.66689781016083E-005     9.98821728526560E-009     3.43369207098345E+004     0.00000000000000E+000
  6.49379293242293E+004     2.13356428327059E+008     2.12703004093869E+008     4.86325171039809E+007     3.73991328938270E-004     3.69259469851101E+005     4.19509341123054E+006     3.59467560419927E-005     9.79352673413557E-009     3.40995059813914E+004     0.00000000000000E+000
  6.83712588200958E+004     2.10720979332805E+008     2.10073717055966E+008     4.82933598418546E+007     3.69281749723180E-004     3.66688242597235E+005     4.16539790901548E+006     3.52428841270174E-005     9.60275853287990E-009     3.38616958636776E+004     0.00000000000000E+000
  7.32109980603629E+004     2.07610043453573E+008     2.06969965655194E+008     4.78172221862620E+007     3.62788084428935E-004     3.63078543950658E+005     4.12421126866168E+006     3.42807824412704E-005     9.34088408935291E-009     3.35278385621303E+004     0.00000000000000E+000
  7.80507373006300E+004     2.04054231578679E+008     2.03422577099910E+008     4.73460285205583E+007     3.56459005235303E-004     3.59506331963826E+005     4.08379234679946E+006     3.33525465730902E-005     9.08748403476105E-009     3.31974483682192E+004     0.00000000000000E+000
  8.28904765408971E+004     2.00590501050769E+008     1.99967119120967E+008     4.68814780645720E+007     3.50288989834916E-004     3.55984486227878E+005     4.04411985960842E+006     3.24567342220306E-005     8.84256358582629E-009     3.28717165439431E+004     0.00000000000000E+000
  9.10214668252988E+004     1.96137000087973E+008     1.95523890898557E+008     4.61180388233358E+007     3.40264376175759E-004     3.50196710081924E+005     3.97907724425904E+006     3.10206145873529E-005     8.44962728161271E-009     3.23364113523020E+004     0.00000000000000E+000
  9.91524571097006E+004     1.90738237807636E+008     1.90138144589221E+008     4.53761907266695E+007     3.30649011535768E-004     3.44572622352525E+005     3.91598256241378E+006     2.96658309943854E-005     8.07877176887764E-009     3.18162457415847E+004     0.00000000000000E+000
  1.12023780855331E+005     1.84137864535573E+008     1.83553355128158E+008     4.42454660339038E+007     3.16210011678558E-004     3.36000390453996E+005     3.81986591777360E+006     2.76737130468982E-005     7.53345538958042E-009     3.10234100099595E+004     0.00000000000000E+000
  1.24895104600961E+005     1.76487557024326E+008     1.75921874178228E+008     4.31662000238018E+007     3.02663030588972E-004     3.27818276509254E+005     3.72810073571464E+006     2.58515136149997E-005     7.03481683719924E-009     3.02666563622789E+004     0.00000000000000E+000
  1.40589716121733E+005     1.68469409016293E+008     1.67923450106338E+008     4.19163301633797E+007     2.87259618894355E-004     3.18342783006752E+005     3.62175681883449E+006     2.38356666689626E-005     6.48346492116812E-009     2.93902802902284E+004     0.00000000000000E+000
  1.56284327642506E+005     1.60308311457102E+008     1.59782936034911E+008     4.07337805839516E+007     2.72969541802888E-004     3.09377656192306E+005     3.52104576470229E+006     2.20198364599629E-005     5.98712042102872E-009     2.85611080263481E+004     0.00000000000000E+000
  1.71978939163278E+005     1.52789256040910E+008     1.52283070803019E+008     3.96129803064699E+007     2.59685373707460E-004     3.00880661571486E+005     3.42550850321838E+006     2.03796090561953E-005     5.53903175712742E-009     2.77752332545145E+004     0.00000000000000E+000
  1.92150457443863E+005     1.44890673336025E+008     1.44404619414109E+008     3.82553621167635E+007     2.43940926764362E-004     2.90588305717176E+005     3.30968192462370E+006     1.84964456352646E-005     5.02487834483508E-009     2.68233088762301E+004     0.00000000000000E+000
  2.12321975724449E+005     1.36747676196719E+008     1.36282982658235E+008     3.69827574220344E+007     2.29534794253888E-004     2.80940452271823E+005     3.20100896449779E+006     1.68324441228825E-005     4.57084105515338E-009     2.59309943051725E+004     0.00000000000000E+000
  2.32493494005035E+005     1.29310912253995E+008     1.28866013381681E+008     3.57874132999882E+007     2.16320381220198E-004     2.71878325006023E+005     3.09884512801293E+006     1.53569093649173E-005     4.16846162406057E-009     2.50928532801796E+004     0.00000000000000E+000
  2.64696780831135E+005     1.20620277665391E+008     1.20198280307099E+008     3.40223901926907E+007     1.97383064633273E-004     2.58497353718684E+005     2.94783333120904E+006     1.33294295488858E-005     3.61594996793990E-009     2.38552707580430E+004     0.00000000000000E+000
  2.96900067657234E+005     1.11108074394146E+008     1.10712344505390E+008     3.24131890094576E+007     1.80730372477339E-004     2.46297696492281E+005     2.80998785755029E+006     1.16339519114463E-005     3.15428035339864E-009     2.27269471181967E+004     0.00000000000000E+000
  3.29103354483334E+005     1.02730399753610E+008     1.02358265385545E+008     3.09401989119337E+007     1.66013851796534E-004     2.35130680188824E+005     2.68367245508837E+006     1.02060815952511E-005     2.76576022415658E-009     2.16941315364820E+004     0.00000000000000E+000
  3.61306641309434E+005     9.53115617349653E+007     9.49607141091766E+007     2.95869538420247E+007     1.52948616905956E-004     2.24871472761597E+005     2.56750982091954E+006     8.99574046159299E-006     2.43664717781433E-009     2.07452782827470E+004     0.00000000000000E+000
  4.10589536318528E+005     8.71181400784884E+007     8.67907763790902E+007     2.77167170667447E+007     1.35628452102699E-004     2.10692851932090E+005     2.40678553445118E+006     7.47754815076002E-006     2.02413318335285E-009     1.94339277856382E+004     0.00000000000000E+000
  4.59872431327622E+005     7.85824509899834E+007     7.82807245383566E+007     2.60536487315508E+007     1.20965098917836E-004     1.98084813232818E+005     2.26368644389542E+006     6.27249110636993E-006     1.69697258793567E-009     1.82678383901212E+004     0.00000000000000E+000
  5.09155326336715E+005     7.13178343040970E+007     7.10384539818691E+007     2.45650590009805E+007     1.08446868941581E-004     1.86799529191618E+005     2.13545834761105E+006     5.30475417499126E-006     1.43443460876689E-009     1.72240886552785E+004     0.00000000000000E+000
  5.58438221345809E+005     6.50765845547482E+007     6.48168382434725E+007     2.32248547933884E+007     9.76796835682518E-005     1.76639183458721E+005     2.01989737926964E+006     4.51944162414282E-006     1.22152665258654E-009     1.62843826819751E+004     0.00000000000000E+000
  6.07721116354903E+005     5.96677954090465E+007     5.94254253604235E+007     2.20119864527109E+007     8.83562855266272E-005     1.67444194774702E+005     1.91522206820266E+006     3.87616688840712E-006     1.04723025544635E-009     1.54339609352274E+004     0.00000000000000E+000
  6.52681723043600E+005     5.51402208714207E+007     5.49127399294442E+007     2.10018148442785E+007     8.09026249727931E-005     1.59785888633091E+005     1.82797226251580E+006     3.38745577442586E-006     9.14881338810641E-010     1.47256636375696E+004     0.00000000000000E+000
  6.97642329732297E+005     5.13171734119214E+007     5.11024278583730E+007     2.00722586376918E+007     7.42986503109826E-005     1.52738743062302E+005     1.74763060838751E+006     2.97418431379459E-006     8.03012589065818E-010     1.40738914159991E+004     0.00000000000000E+000
  7.42602936420994E+005     4.79019218705432E+007     4.76987460470366E+007     1.92141165410098E+007     6.84224756864230E-005     1.46233001373608E+005     1.67341469826838E+006     2.62262308949396E-006     7.07887524620661E-010     1.34721925621529E+004     0.00000000000000E+000
  7.87563543109691E+005     4.48378067299135E+007     4.46451705451907E+007     1.84195161054108E+007     6.31730292199536E-005     1.40208981077818E+005     1.60465432201068E+006     2.32189829973996E-006     6.26548732548474E-010     1.29150471243979E+004     0.00000000000000E+000
  8.38624624075830E+005     4.19030905638290E+007     4.17206549464098E+007     1.75856294644691E+007     5.78651397396299E-005     1.33887124152948E+005     1.53245316146183E+006     2.03109633987799E-006     5.47923265920204E-010     1.23303558629240E+004     0.00000000000000E+000
  8.89685705041969E+005     3.91051921259426E+007     3.89326910271916E+007     1.68165041034951E+007     5.31546785869537E-005     1.28056234848899E+005     1.46582190450948E+006     1.78461936902169E-006     4.81306720000012E-010     1.17910731113173E+004     0.00000000000000E+000
  9.40746786008108E+005     3.65979058343430E+007     3.64344518049906E+007     1.61048881316727E+007     4.89569255505925E-005     1.22661335224975E+005     1.40414088790356E+006     1.57450688430601E-006     4.24537898605052E-010     1.12921140518812E+004     0.00000000000000E+000
  9.91807866974247E+005     3.43407299185992E+007     3.41855389858823E+007     1.54445848462244E+007     4.52016227488246E-005     1.17655446914458E+005     1.34688005786400E+006     1.39443976174244E-006     3.75902139438512E-010     1.08291337382351E+004     0.00000000000000E+000
  1.04286894794039E+006     3.22998752224636E+007     3.21522642083599E+007     1.48302727554912E+007     4.18301399164868E-005     1.12998226687367E+005     1.29358379312681E+006     1.23936138718903E-006     3.34028030253140E-010     1.03984008993271E+004     0.00000000000000E+000
  1.10911109608630E+006     3.01923493416277E+007     3.00526017749946E+007     1.40943512329793E+007     3.79482806130003E-005     1.07419061352473E+005     1.22970686535244E+006     1.06881983518640E-006     2.87992755873133E-010     9.88240022249801E+003     0.00000000000000E+000
  1.17535324423222E+006     2.80622741950863E+007     2.79306859913917E+007     1.34194941667421E+007     3.45408508184235E-005     1.02302837442867E+005     1.17110137223130E+006     9.26478442170187E-007     2.49582121706040E-010     9.40921583382663E+003     0.00000000000000E+000
  1.24159539237814E+006     2.61640536234713E+007     2.60398539654370E+007     1.27984705139625E+007     3.15355873007281E-005     9.75947350498296E+004     1.11714643495846E+006     8.06893199404775E-007     2.17321766255766E-010     8.97377755404040E+003     0.00000000000000E+000
  1.30783754052405E+006     2.44641291540263E+007     2.43466473731039E+007     1.22251475960749E+007     2.88733408644871E-005     9.32482611694952E+004     1.06731500694632E+006     7.05817011837240E-007     1.90062012218293E-010     8.57178534556539E+003     0.00000000000000E+000
  1.40443162269656E+006     2.26125831018303E+007     2.25024435520928E+007     1.14639957808374E+007     2.55073128335846E-005     8.74778192493807E+004     1.00112727818651E+006     5.84861546095829E-007     1.57450785109918E-010     8.03809484106336E+003     0.00000000000000E+000
  1.50102570486906E+006     2.06851972892888E+007     2.05829491152446E+007     1.07797473696062E+007     2.26473915677837E-005     8.22903969958234E+004     9.41596883392371E+005     4.88403987512436E-007     1.31453096253053E-010     7.55832622878665E+003     0.00000000000000E+000
  1.59761978704156E+006     1.90093121872333E+007     1.89140538148126E+007     1.01613864941006E+007     2.01997919845778E-005     7.76024809955785E+004     8.87774368610839E+005     4.10717042969459E-007     1.10520761789450E-010     7.12475555320293E+003     0.00000000000000E+000
  1.69421386921406E+006     1.75413775672960E+007     1.74523474589811E+007     9.59990920900323E+006     1.80912680247175E-005     7.33458106048353E+004     8.38882952285252E+005     3.47585041851880E-007     9.35147460948539E-011     6.73106955608766E+003     0.00000000000000E+000
  1.79080795138656E+006     1.62465922329683E+007     1.61631487916613E+007     9.08790518376790E+006     1.62640407390186E-005     6.94642066770271E+004     7.94282824322115E+005     2.95863930215071E-007     7.95859082611015E-011     6.37207237079247E+003     0.00000000000000E+000
  1.88679281455184E+006     1.51015814561569E+007     1.50231528946535E+007     8.62200691716238E+006     1.46812832744185E-005     6.59321395474968E+004     7.53685116958005E+005     2.53419631014728E-007     6.81579153250934E-011     6.04540281185918E+003     0.00000000000000E+000
  1.98277767771711E+006     1.40827069422706E+007     1.40088077067605E+007     8.19375397287209E+006     1.32941811786758E-005     6.26854689941229E+004     7.16356153655599E+005     2.18109685579214E-007     5.86527539344905E-011     5.74512873375923E+003     0.00000000000000E+000
  2.07876254088239E+006     1.31682939519029E+007     1.30985150821425E+007     7.79884881425138E+006     1.20730824054150E-005     5.96916145568749E+004     6.81924114246451E+005     1.88554451383407E-007     5.06982009742967E-011     5.46823685793514E+003     0.00000000000000E+000
  2.17474740404766E+006     1.23441286529708E+007     1.22781119530083E+007     7.43361665965252E+006     1.09936315881338E-005     5.69227170011137E+004     6.50070868582002E+005     1.63675171880285E-007     4.40032965627865E-011     5.21215056051921E+003     0.00000000000000E+000
  2.28565071860870E+006     1.15442000783587E+007     1.14818658850389E+007     7.04445833656097E+006     9.89660791700465E-006     5.39724303480493E+004     6.16122032191859E+005     1.39647209014516E-007     3.75385796068886E-011     4.93928822618073E+003     0.00000000000000E+000
  2.39655403316973E+006     1.07726064715351E+007     1.07138879475161E+007     6.68654646510781E+006     8.93640492955786E-006     5.12590292065620E+004     5.84890924141594E+005     1.19705816013537E-007     3.21742601464325E-011     4.68833469913519E+003     0.00000000000000E+000
  2.50745734773077E+006     1.00789636841304E+007     1.00235377953598E+007     6.35632988490064E+006     8.09220186943895E-006     4.87555915354193E+004     5.56069598722562E+005     1.03055668921210E-007     2.76959967099400E-011     4.45680003743045E+003     0.00000000000000E+000
  2.61836066229180E+006     9.45258065944237E+006     9.40016377287608E+006     6.05078018582308E+006     7.34693108042021E-006     4.64391583645683E+004     5.29395311087780E+005     8.90759964206040E-008     2.39365307714905E-011     4.24256083300315E+003     0.00000000000000E+000
  2.72926397685284E+006     8.88450956296724E+006     8.83485411148772E+006     5.76730257389241E+006     6.68650838314755E-006     4.42900580521588E+004     5.04642839929385E+005     7.72781732168413E-008     2.07642380336904E-011     4.04379771384034E+003     0.00000000000000E+000
  2.86634886570289E+006     8.31058517553857E+006     8.26373729295773E+006     5.44407784714057E+006     5.97011679706062E-006     4.18396268955982E+004     4.76413819143918E+005     6.51386925233355E-008     1.75005231188249E-011     3.81716553914057E+003     0.00000000000000E+000
  3.00343375455295E+006     7.73879479596236E+006     7.69479355610041E+006     5.14752881522911E+006     5.34737631750687E-006     3.95914294677730E+004     4.50508963142457E+005     5.51714862984971E-008     1.48212018109017E-011     3.60923731158213E+003     0.00000000000000E+000
  3.14051864340300E+006     7.22484006030476E+006     7.18342985358566E+006     4.87458984782708E+006     4.80358093947619E-006     3.75222246219545E+004     4.26661836909875E+005     4.69373058190758E-008     1.26080258361730E-011     3.41786352846277E+003     0.00000000000000E+000
  3.27760353225306E+006     6.76086258050147E+006     6.72181852401747E+006     4.62264652001217E+006     4.32672956423226E-006     3.56121918877972E+004     4.04645125608958E+005     4.00961017160983E-008     1.07694704012050E-011     3.24121105559802E+003     0.00000000000000E+000
  3.46574791340194E+006     6.26765753936714E+006     6.23113738286132E+006     4.30699771578535E+006     3.76350763034147E-006     3.32191951647772E+004     3.77055916636152E+005     3.24986403819346E-008     8.72793236092766E-012     3.01989089918307E+003     0.00000000000000E+000
  3.65389229455082E+006     5.75992133545003E+006     5.72605549427685E+006     4.02182679048418E+006     3.28755620767541E-006     3.10572573028963E+004     3.52125426261340E+005     2.65115967724288E-008     7.11935255037627E-012     2.81994061551787E+003     0.00000000000000E+000
  3.84203667569970E+006     5.31107911602863E+006     5.27959047249407E+006     3.76308777799997E+006     2.88288053456500E-006     2.90957050332115E+004     3.29501426879943E+005     2.17544476060812E-008     5.84137336957290E-012     2.63852333125751E+003     0.00000000000000E+000
  4.03018105684859E+006     4.91197850477573E+006     4.88262925067201E+006     3.52742105334773E+006     2.53688935995899E-006     2.73090683737613E+004     3.08891323674102E+005     1.79461071854020E-008     4.81839970526036E-012     2.47328340926557E+003     0.00000000000000E+000
  4.21832543799747E+006     4.55514351681596E+006     4.52772869411049E+006     3.31202050819711E+006     2.23958169787135E-006     2.56760736613507E+004     2.90050642722664E+005     1.48765682942705E-008     3.99396213697519E-012     2.32225331701822E+003     0.00000000000000E+000
  4.41050797324606E+006     4.23148771185957E+006     4.20584538162084E+006     3.11044965875373E+006     1.97780624675935E-006     2.41479246266497E+004     2.72417072192097E+005     1.23389766944796E-008     3.31246242456941E-012     2.18092005165842E+003     0.00000000000000E+000
  4.60269050849466E+006     3.93676809857622E+006     3.91275732176154E+006     2.92540268068500E+006     1.75154055079750E-006     2.27450463594609E+004     2.56226853070160E+005     1.02779157469735E-008     2.75898864833324E-012     2.05117265742324E+003     0.00000000000000E+000
  4.79487304374325E+006     3.67028720453955E+006     3.64776436129596E+006     2.75505579481246E+006     1.55518145337134E-006     2.14536124275520E+004     2.41320946106657E+005     8.59479464400585E-009     2.30704226972300E-012     1.93173237300859E+003     0.00000000000000E+000
  4.98705557899185E+006     3.42846841332119E+006     3.40730859221527E+006     2.59784039650136E+006     1.38414219722127E-006     2.02617309273474E+004     2.27562526095922E+005     7.21340197615637E-009     1.93614233787643E-012     1.82149935551200E+003     0.00000000000000E+000
  5.21190536302462E+006     3.19075555304478E+006     3.17094302371230E+006     2.42876476316864E+006     1.21114335962515E-006     1.89799345921762E+004     2.12764506640549E+005     5.90136692353468E-009     1.58389044402604E-012     1.70295042926672E+003     0.00000000000000E+000
  5.43675514705739E+006     2.95892198098044E+006     2.94043994257160E+006     2.27394991488330E+006     1.06271360727393E-006     1.78062521217781E+004     1.99213115161858E+005     4.84832053311213E-009     1.30119172876240E-012     1.59440058600144E+003     0.00000000000000E+000
  5.66160493109016E+006     2.74958563140999E+006     2.73231520354701E+006     2.13179918135609E+006     9.34850389874597E-007     1.67285788405648E+004     1.86768970771542E+005     3.99855730447187E-009     1.07308120041590E-012     1.49473030477041E+003     0.00000000000000E+000
  5.88645471512293E+006     2.55984558741293E+006     2.54368256632405E+006     2.00094527345652E+006     8.24297581519955E-007     1.57365490570320E+004     1.75312688940212E+005     3.30943033471283E-009     8.88103213605903E-013     1.40298089758030E+003     0.00000000000000E+000
  6.11130449915570E+006     2.38724934031129E+006     2.37210157965499E+006     1.88021220606561E+006     7.28389393679541E-007     1.48212473933885E+004     1.64741567666072E+005     2.74803400530549E-009     7.37419654734487E-013     1.31832781118390E+003     0.00000000000000E+000
