# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     2.59384165936609E-11   2.59384165936609E-11
    1      1      0     7.53460480939671E-01   7.53460480939671E-01
    2      1      1     3.88145186610697E-05   7.76290373221393E-05
    3      1      2     1.30963823720746E-07   3.92891471162237E-07
    3      2      1     1.02438165982286E-05   3.07314497946858E-05
    4      2      2     6.16076911520350E-02   2.46430764608140E-01
    6      3      3     1.47175470266597E-14   8.83052821599580E-14
    7      3      4     3.56125268287514E-11   2.49287687801260E-10
    7      4      3     1.14040107450181E-10   7.98280752151265E-10
    9      4      5     1.37512873972136E-17   1.23761586574922E-16
   10      5      5     1.75623850130402E-20   1.75623850130402E-19
   11      5      6     5.23210555416251E-17   5.75531610957876E-16
   12      6      6     5.18316855713050E-16   6.21980226855660E-15
   13      6      7     7.49302764440551E-18   9.74093593772716E-17
   14      6      8     4.68083085432010E-19   6.55316319604814E-18
