# 1:iteration 2:time[s], 3:T[GK], 4:rho[g/cm3], 5:Ye 
# 6:R[km], 7:Y_n, 8:Y_p, 9:Y_alpha, 10:Y_lights 
# 11:Y_heavies 12:<Z> 13:<A> 14:entropy [kB/baryon] (15:Sn [MeV])
       0  2.0640000000000001E+00   9.2826235933163748E+00   1.6498933391069146E-02   8.3433467886624157E-01   1.0000000000000000E+00   1.6566532113375843E-01   8.3433467886624157E-01   1.0000000000000000E-99   1.0000000000000000E-99   1.0000000000000000E-99   8.3433467886624157E-01   1.0000000000000000E+00   1.5860516547700315E+10
       1  2.0640000000020002E+00   9.2826235933120014E+00   1.6498933391045800E-02   8.3433467886624191E-01   1.0000000000000000E+00   1.6566532113347876E-01   8.3433467886596269E-01   1.0000000000000000E-99   2.7925923156148088E-13   1.0000000000000000E-99   8.3433467886647494E-01   1.0000000000002793E+00   1.5860516547699942E+10
       2  2.0640000000060001E+00   9.2826235933032457E+00   1.6498933390999129E-02   8.3433467886624268E-01   1.0000000000000000E+00   1.6566532113347762E-01   8.3433467886596302E-01   1.0000000000000000E-99   2.7966084036497092E-13   1.0000000000000000E-99   8.3433467886647605E-01   1.0000000000002798E+00   1.5860516547699104E+10
       3  2.0640000000140000E+00   9.2826235932857379E+00   1.6498933390905798E-02   8.3433467886624413E-01   1.0000000000000000E+00   1.6566532113347612E-01   8.3433467886596446E-01   1.0000000000000000E-99   2.7966112925102398E-13   1.0000000000000000E-99   8.3433467886647761E-01   1.0000000000002798E+00   1.5860516547697451E+10
       4  2.0640000000300001E+00   9.2826235932507224E+00   1.6498933390719089E-02   8.3433467886624713E-01   1.0000000000000000E+00   1.6566532113347313E-01   8.3433467886596746E-01   1.0000000000000000E-99   2.7966112935631275E-13   1.0000000000000000E-99   8.3433467886648061E-01   1.0000000000002798E+00   1.5860516547694195E+10
       5  2.0640000000620002E+00   9.2826235931807002E+00   1.6498933390345707E-02   8.3433467886625312E-01   1.0000000000000000E+00   1.6566532113346710E-01   8.3433467886597346E-01   1.0000000000000000E-99   2.7966112935902800E-13   1.0000000000000000E-99   8.3433467886648660E-01   1.0000000000002798E+00   1.5860516547687675E+10
       6  2.0640000001260002E+00   9.2826235930406487E+00   1.6498933389598923E-02   8.3433467886626511E-01   1.0000000000000000E+00   1.6566532113345508E-01   8.3433467886598545E-01   1.0000000000000000E-99   2.7966112936441593E-13   1.0000000000000000E-99   8.3433467886649859E-01   1.0000000000002798E+00   1.5860516547674633E+10
       7  2.0640000002540000E+00   9.2826235927605509E+00   1.6498933388105361E-02   8.3433467886628920E-01   1.0000000000000000E+00   1.6566532113343102E-01   8.3433467886600954E-01   1.0000000000000000E-99   2.7966112937519240E-13   1.0000000000000000E-99   8.3433467886652268E-01   1.0000000000002798E+00   1.5860516547648560E+10
       8  2.0640000005100001E+00   9.2826235922003448E+00   1.6498933385118243E-02   8.3433467886633728E-01   1.0000000000000000E+00   1.6566532113338292E-01   8.3433467886605761E-01   1.0000000000000000E-99   2.7966112939674797E-13   1.0000000000000000E-99   8.3433467886657076E-01   1.0000000000002798E+00   1.5860516547596355E+10
       9  2.0640000010220003E+00   9.2826235910799380E+00   1.6498933379144015E-02   8.3433467886643364E-01   1.0000000000000000E+00   1.6566532113328669E-01   8.3433467886615398E-01   1.0000000000000000E-99   2.7966112943985759E-13   1.0000000000000000E-99   8.3433467886666701E-01   1.0000000000002798E+00   1.5860516547491982E+10
