# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     5.16966258876829E-12   5.16966258876829E-12
    1      1      0     7.46999998309145E-01   7.46999998309145E-01
    2      1      1     1.25083240176265E-05   2.50166480352530E-05
    3      1      2     4.02616441092616E-08   1.20784932327785E-07
    3      2      1     6.65700395329179E-06   1.99710118598754E-05
    4      2      2     6.32387221800987E-02   2.52954888720395E-01
    6      3      3     5.00567016590789E-15   3.00340209954473E-14
    7      3      4     1.62777261273160E-11   1.13944082891212E-10
    7      4      3     6.29492350819583E-10   4.40644645573708E-09
    9      4      5     1.84515448301858E-18   1.66063903471673E-17
   11      5      6     7.58707535342172E-16   8.34578288876389E-15
   12      6      6     8.01022942695448E-16   9.61227531234538E-15
   13      6      7     2.26425581910442E-17   2.94353256483574E-16
   14      6      8     2.74972452363114E-18   3.84961433308360E-17
