# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     9.77535569021272E-11   9.77535569021272E-11
    1      1      0     7.60185861082123E-01   7.60185861082123E-01
    2      1      1     1.01214808441496E-04   2.02429616882992E-04
    3      1      2     3.45899928322869E-07   1.03769978496861E-06
    3      2      1     1.55694611255944E-05   4.67083833767833E-05
    4      2      2     5.98909906134326E-02   2.39563962453730E-01
    6      3      3     3.66633950587749E-14   2.19980370352650E-13
    7      3      4     8.10100622787094E-11   5.67070435950966E-10
    7      4      3     1.41516406683897E-11   9.90614846787276E-11
    9      4      5     8.79880134972478E-17   7.91892121475230E-16
   10      5      5     1.12777674126721E-19   1.12777674126721E-18
   11      5      6     1.69795911454394E-18   1.86775502599834E-17
   12      6      6     3.77975680287278E-16   4.53570816344734E-15
   13      6      7     3.25640196396272E-18   4.23332255315154E-17
   14      6      8     1.21981415289350E-19   1.70773981405089E-18
