# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     3.54193880440506E-10   3.54193880440506E-10
    1      1      0     7.68680064240875E-01   7.68680064240875E-01
    2      1      1     2.55221032857792E-04   5.10442065715583E-04
    3      1      2     8.59993529457692E-07   2.57998058837308E-06
    3      2      1     2.30766507909631E-05   6.92299523728893E-05
    4      2      2     5.76844204122793E-02   2.30737681649117E-01
    6      3      3     8.82519528886041E-14   5.29511717331624E-13
    7      3      4     2.49448581066833E-10   1.74614006746783E-09
    7      4      3     1.49327921421973E-12   1.04529544995381E-11
    9      4      5     7.22481280527442E-16   6.50233152474698E-15
   10      5      5     5.55512303890235E-19   5.55512303890235E-18
   11      5      6     3.30161335767190E-18   3.63177469343909E-17
   12      6      6     2.84435119968617E-16   3.41322143962340E-15
   13      6      7     1.75245739736671E-18   2.27819461657672E-17
   14      6      8     4.06712932646475E-20   5.69398105705065E-19
