# 1:Z 2:Y(Z)
    1     7.51056415645492E-01
    2     6.22323210484790E-02
    3     2.47009474687007E-11
    4     2.94830104799617E-10
    5     2.47496632284710E-16
    6     6.45727591865339E-16
