# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     6.45936899572128E-11   6.45936899572128E-11
    1      1      0     7.57938256156862E-01   7.57938256156862E-01
    2      1      1     7.50470251417967E-05   1.50094050283593E-04
    3      1      2     2.56309366055569E-07   7.68928098166706E-07
    3      2      1     1.36687617372662E-05   4.10062852117986E-05
    4      2      2     6.04674684734346E-02   2.41869873893738E-01
    6      3      3     2.75715124829936E-14   1.65429074897962E-13
    7      3      4     6.02281628024128E-11   4.21597139616890E-10
    7      4      3     2.84916839072859E-11   1.99441787351002E-10
    9      4      5     4.74672383697073E-17   4.27205145327365E-16
   10      5      5     6.24948505674247E-20   6.24948505674247E-19
   11      5      6     4.51594413785839E-18   4.96753855164423E-17
   12      6      6     4.14180293223173E-16   4.97016351867807E-15
   13      6      7     4.13261545468400E-18   5.37240009108920E-17
   14      6      8     1.80754778732541E-19   2.53056690225558E-18
