# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     1.39705540662895E-11   1.39705540662895E-11
    1      1      0     7.50768698780984E-01   7.50768698780984E-01
    2      1      1     2.49520245171424E-05   4.99040490342848E-05
    3      1      2     8.29424939753002E-08   2.48827481925901E-07
    3      2      1     8.53191801415540E-06   2.55957540424662E-05
    4      2      2     6.22888876629111E-02   2.49155550651644E-01
    6      3      3     9.66472535673679E-15   5.79883521404207E-14
    7      3      4     2.66519674056979E-11   1.86563771839885E-10
    7      4      3     2.48029069850580E-10   1.73620348895406E-09
    9      4      5     6.37081121914091E-18   5.73373009722682E-17
   11      5      6     1.88033374083036E-16   2.06836711491339E-15
   12      6      6     6.11634779046181E-16   7.33961734855417E-15
   13      6      7     1.15320788559311E-17   1.49917025127104E-16
   14      6      8     9.28585481719090E-19   1.30001967440673E-17
