# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     1.08716457795615E-10   1.08716457795615E-10
    1      1      0     7.60783285560125E-01   7.60783285560125E-01
    2      1      1     1.09239573110095E-04   2.18479146220190E-04
    3      1      2     3.73208866516447E-07   1.11962659954934E-06
    3      2      1     1.60904077329377E-05   4.82712231988131E-05
    4      2      2     5.97372109092998E-02   2.38948843637199E-01
    6      3      3     3.94290593549278E-14   2.36574356129567E-13
    7      3      4     8.78951296515666E-11   6.15265907560966E-10
    7      4      3     1.17766036373631E-11   8.24362254615417E-11
    9      4      5     1.03572677925339E-16   9.32154101328048E-16
   10      5      5     1.31010219759492E-19   1.31010219759492E-18
   11      5      6     1.47185892844134E-18   1.61904482128548E-17
   12      6      6     3.69691805953229E-16   4.43630167143875E-15
   13      6      7     3.07784933169834E-18   4.00120413120784E-17
   14      6      8     1.10906539041034E-19   1.55269154657448E-18
