# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     1.55530792729490E-11   1.55530792729490E-11
    1      1      0     7.51204127452627E-01   7.51204127452627E-01
    2      1      1     2.69104725304653E-05   5.38209450609306E-05
    3      1      2     8.97120398396273E-08   2.69136119518882E-07
    3      2      1     8.79449115693323E-06   2.63834734707997E-05
    4      2      2     6.21788493116747E-02   2.48715397246699E-01
    6      3      3     1.03862999666983E-14   6.23177998001898E-14
    7      3      4     2.79859969325152E-11   1.95901978527606E-10
    7      4      3     2.19213435280506E-10   1.53449404696354E-09
    9      4      5     7.26108472412492E-18   6.53497625171243E-17
   11      5      6     1.54574349291513E-16   1.70031784220665E-15
   12      6      6     5.94852557410487E-16   7.13823068892584E-15
   13      6      7     1.07325190604588E-17   1.39522747785964E-16
   14      6      8     8.27566462352785E-19   1.15859304729390E-17
