# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     7.31652097820763E-12   7.31652097820763E-12
    1      1      0     7.48226688898848E-01   7.48226688898848E-01
    2      1      1     1.58589801931661E-05   3.17179603863322E-05
    3      1      2     5.16809014001701E-08   1.55042704200510E-07
    3      2      1     7.20714381059555E-06   2.16214314317866E-05
    4      2      2     6.29299532987557E-02   2.51719813195023E-01
    6      3      3     6.27724833909134E-15   3.76634900345480E-14
    7      3      4     1.95719190015079E-11   1.37003433010555E-10
    7      4      3     4.75323492673305E-10   3.32726444871313E-09
    9      4      5     2.86577120142298E-18   2.57919408128068E-17
   11      5      6     5.05674299328057E-16   5.56241729260863E-15
   12      6      6     7.30329469692976E-16   8.76395363631571E-15
   13      6      7     1.80570655686400E-17   2.34741852392321E-16
   14      6      8     1.90710403179212E-18   2.66994564450897E-17
