# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     1.26111582944357E-11   1.26111582944357E-11
    1      1      0     7.50333521101666E-01   7.50333521101666E-01
    2      1      1     2.31950159895091E-05   4.63900319790183E-05
    3      1      2     7.68810549558081E-08   2.30643164867424E-07
    3      2      1     8.29220111247460E-06   2.48766033374238E-05
    4      2      2     6.23987448704934E-02   2.49594979481974E-01
    6      3      3     9.01660483691050E-15   5.40996290214630E-14
    7      3      4     2.54209285503626E-11   1.77946499852538E-10
    7      4      3     2.78179035267341E-10   1.94725324687139E-09
    9      4      5     5.61451513953620E-18   5.05306362558258E-17
   11      5      6     2.25144628119520E-16   2.47659090931472E-15
   12      6      6     6.29838469875092E-16   7.55806163850110E-15
   13      6      7     1.24363200187400E-17   1.61672160243620E-16
   14      6      8     1.04737895024111E-18   1.46633053033755E-17
