# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     2.11336887648623E-11   2.11336887648623E-11
    1      1      0     7.52540612833958E-01   7.52540612833958E-01
    2      1      1     3.35140693640895E-05   6.70281387281790E-05
    3      1      2     1.12577873395029E-07   3.37733620185087E-07
    3      2      1     9.62480805504723E-06   2.88744241651417E-05
    4      2      2     6.18407863933152E-02   2.47363145573261E-01
    6      3      3     1.27978962671209E-14   7.67873776027255E-14
    7      3      4     3.22671696310234E-11   2.25870187417164E-10
    7      4      3     1.49882824829755E-10   1.04917977380828E-09
    9      4      5     1.06230822497871E-17   9.56077402480837E-17
   10      5      5     1.33476830101386E-20   1.33476830101386E-19
   11      5      6     8.29382061461524E-17   9.12320267607676E-16
   12      6      6     5.47213608310520E-16   6.56656329972624E-15
   13      6      7     8.63804842226963E-18   1.12294629489505E-16
   14      6      8     5.86520764019431E-19   8.21129069627204E-18
