# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     6.09287950651477E-10   6.09287950651477E-10
    1      1      0     7.73488578759591E-01   7.73488578759591E-01
    2      1      1     3.76763243476587E-04   7.53526486953174E-04
    3      1      2     1.25893051216821E-06   3.77679153650463E-06
    3      2      1     2.75319073861928E-05   8.25957221585784E-05
    4      2      2     5.64178796680736E-02   2.25671518672294E-01
    6      3      3     1.27072282535294E-13   7.62433695211762E-13
    7      3      4     4.21874472285032E-10   2.95312130599522E-09
    7      4      3     6.10426588260067E-13   4.27298611782047E-12
    9      4      5     1.84761191181321E-15   1.66285072063189E-14
   10      5      5     8.14434741768054E-19   8.14434741768054E-18
   11      5      6     6.38659477960250E-18   7.02525425756275E-17
   12      6      6     2.44165493144066E-16   2.92998591772879E-15
   13      6      7     1.38755338420812E-18   1.80381939947056E-17
   14      6      8     2.62789703343228E-20   3.67905584680519E-19
